-85;BOVAI120
-360;BOVAI123
-20;BOVAI13
-160;BOVAI134
-100;BOVAI139
-65;BOVAI16
-20;BOVAI87
-165;BOVAJ122
-150;BOVAJ137
-1;BOVAL14
-250;BOVAU134
1100;BOVAV137
-1100;BOVAV25
300;BOVAX140
