ativo,margem
BBDCG1,8.82
CVCBL165,1.60
KLBNO202,5.24
SMALK970,37.19
BBDCG100,10.75
CVCBL175,1.52
KLBNO204,5.44
SMALK975,36.77
BBDCG101,13.36
CVCBL185,1.44
KLBNO207,5.63
SMALK980,36.34
BBDCG106,12.95
CVCBL195,1.37
KLBNO209,5.83
SMALK985,35.92
BBDCG109,12.75
CVCBL205,1.30
KLBNO212,6.02
SMALK990,35.50
BBDCG11,11.94
CVCBL210,1.26
KLBNO22,6.22
SMALK995,35.08
BBDCG110,13.16
CVCBL215,1.23
KLBNP154,1.93
SMALL100,37.79
BBDCG111,12.54
CVCBL225,1.16
KLBNP192,4.15
SMALL101,37.04
BBDCG114,12.34
CVCBL235,1.10
KLBNP220,6.18
SMALL102,36.29
BBDCG116,12.14
CVCBL245,1.04
KLBNP237,7.57
SMALL103,35.55
BBDCG119,9.01
CVCBL255,0.98
KLBNQ22,6.14
SMALL104,34.82
BBDCG12,11.16
CVCBL265,0.93
KLBNR159,2.44
SMALL105,34.09
BBDCG121,11.75
CVCBL275,0.87
KLBNR169,2.98
SMALL106,33.37
BBDCG124,11.55
CVCBL285,0.82
KLBNR220,6.09
SMALL107,32.66
BBDCG126,11.35
CVCBL295,0.77
KLBNS220,6.05
SMALL108,31.96
BBDCG129,8.26
CVCBL305,0.73
KLBNT159,2.67
SMALL109,31.26
BBDCG13,10.97
CVCBL310,0.71
KLBNT220,6.01
SMALL110,30.58
BBDCG131,8.08
CVCBM110,0.27
KLBNT249,8.57
SMALL111,29.90
BBDCG132,7.90
CVCBM210,1.04
KLBNU1,6.50
SMALL112,29.24
BBDCG134,10.78
CVCBM310,1.96
KLBNU14,2.14
SMALL113,28.58
BBDCG972,13.74
CVCBN200,0.96
KLBNU149,2.25
SMALL114,27.93
BBDCG982,13.65
CVCBO200,0.97
KLBNU15,2.47
SMALL115,27.30
BBDCG992,13.57
CVCBO249,1.39
KLBNU152,2.36
SMALL117,26.05
BBDCH100,10.89
CVCBP200,0.98
KLBNU158,2.71
SMALL118,25.45
BBDCH11,13.32
CVCBQ400,2.71
KLBNU159,2.59
SMALL120,24.26
BBDCH134,11.38
CVCBR200,0.99
KLBNU16,2.96
SMALL122,23.12
BBDCH137,11.20
CVCBS200,1.00
KLBNU162,2.83
SMALL124,22.02
BBDCH172,5.79
CVCBT30,1.81
KLBNU168,3.23
SMALL125,21.48
BBDCH177,5.53
CVCBT350,2.22
KLBNU169,3.09
SMALL126,20.95
BBDCH186,7.57
CVCBT400,2.65
KLBNU20,5.48
SMALL128,19.94
BBDCH20,6.77
CVCBU20,1.01
KLBNU203,5.32
SMALL130,18.95
BBDCH201,6.90
CVCBV115,0.16
KLBNU209,5.65
SMALL16,26.67
BBDCH206,6.64
CVCBV125,0.24
KLBNU21,5.82
SMALL5,24.84
BBDCH211,6.39
CVCBV130,0.28
KLBNU217,6.16
SMALL6,23.68
BBDCH912,11.21
CVCBV135,0.33
KLBNU219,6.33
SMALL7,22.57
BBDCH922,11.13
CVCBV145,0.42
KLBNU22,5.98
SMALL8,20.44
BBDCH932,11.05
CVCBV155,0.51
KLBNU224,6.68
SMALL910,44.89
BBDCH942,10.97
CVCBV165,0.61
KLBNU226,6.85
SMALL920,44.07
BBDCH962,10.81
CVCBV175,0.70
KLBNU229,7.03
SMALL930,43.27
BBDCH972,10.73
CVCBV185,0.80
KLBNU23,7.39
SMALL940,42.47
BBDCH982,10.65
CVCBV19,1.10
KLBNU232,7.21
SMALL950,41.67
BBDCH992,10.57
CVCBV190,0.85
KLBNU236,7.57
SMALL955,41.27
BBDCI100,10.99
CVCBV195,0.90
KLBNU239,7.75
SMALL960,40.88
BBDCI117W4,10.61
CVCBV199,0.95
KLBNU24,8.12
SMALL965,40.49
BBDCI122W4,10.11
CVCBV205,1.00
KLBNU242,7.94
SMALL970,40.10
BBDCI127W4,9.61
CVCBV210,1.05
KLBNV149,0.81
SMALL975,39.71
BBDCI132W4,9.11
CVCBV220,1.15
KLBNV152,0.95
SMALL980,39.32
BBDCI134,11.15
CVCBV225,1.20
KLBNV157,1.28
SMALL985,38.94
BBDCI137W4,8.61
CVCBV230,1.25
KLBNV159,1.45
SMALL990,38.56
BBDCI142W4,8.11
CVCBV235,1.30
KLBNV162,1.64
SMALL995,38.18
BBDCI147W4,7.61
CVCBV240,1.35
KLBNV167,2.04
SMALM10,16.41
BBDCI152W4,7.11
CVCBV245,1.39
KLBNV169,2.25
SMALM101,17.01
BBDCI157W4,6.61
CVCBV249,1.44
KLBNV172,2.47
SMALM102,17.61
BBDCI160W4,6.36
CVCBV255,1.49
KLBNV177,2.93
SMALM110,22.83
BBDCI162W4,6.11
CVCBV260,1.54
KLBNV179,3.16
SMALM111,23.51
BBDCI165W4,5.86
CVCBV265,1.59
KLBNV181,3.63
SMALM112,24.22
BBDCI167W4,5.61
CVCBV270,1.64
KLBNV182,3.40
SMALM113,24.92
BBDCI172W4,5.11
CVCBV275,1.69
KLBNV187,3.87
SMALM114,25.64
BBDCI177W4,4.61
CVCBV280,1.74
KLBNV189,4.11
SMALM115,26.36
BBDCI182W4,4.11
CVCBV285,1.79
KLBNV191,4.60
SMALM116,27.10
BBDCI187W4,3.61
CVCBV290,1.84
KLBNV192,4.36
SMALM117,27.83
BBDCI192W4,3.11
CVCBV295,1.89
KLBNV197,4.84
SMALM118,28.58
BBDCI197W4,2.61
CVCBV299,1.94
KLBNV199,5.09
SMALM119,29.33
BBDCI201,7.00
CVCBV305,1.99
KLBNV202,5.33
SMALM120,30.09
BBDCI202W4,2.11
CVCBV315,2.09
KLBNV207,5.83
SMALM123,32.41
BBDCI207W4,1.62
CVCBV330,2.24
KLBNV209,6.07
SMALM127,35.57
BBDCI21,7.79
CVCBV360,2.54
KLBNV212,6.32
SMALM910,11.52
BBDCI212W4,1.14
CVCBV399,2.93
KLBNV220,6.81
SMALM920,12.02
BBDCI23,7.52
CVCBW105,0.15
KLBNV222,7.31
SMALM930,12.53
BBDCI9,6.56
CVCBW115,0.21
KLBNV227,7.81
SMALM940,13.05
BBDCJ1,2.95
CVCBW125,0.28
KLBNV229,8.05
SMALM950,13.58
BBDCJ100,9.70
CVCBW130,0.32
KLBNV232,8.30
SMALM960,14.13
BBDCJ101,12.16
CVCBW135,0.36
KLBNV237,8.80
SMALM970,14.68
BBDCJ102,9.21
CVCBW140,0.40
KLBNV239,9.05
SMALM980,15.25
BBDCJ106,11.66
CVCBW145,0.44
KLBNV242,9.29
SMALM985,15.54
BBDCJ107,8.71
CVCBW15,0.52
KLBNV247,9.79
SMALM990,15.83
BBDCJ109W2,11.42
CVCBW160,0.57
KLBNV252,10.28
SMALM995,16.11
BBDCJ109W5,11.60
CVCBW165,0.61
KLBNV257,10.78
SMALN110,23.81
BBDCJ11,11.17
CVCBW170,0.66
KLBNV262,11.28
SMALN111,24.47
BBDCJ110,11.41
CVCBW175,0.70
KLBNV267,11.77
SMALN112,25.15
BBDCJ110W4,11.47
CVCBW180,0.75
KLBNV272,12.27
SMALN113,25.83
BBDCJ111W5,11.35
CVCBW185,0.80
KLBNW152,1.31
SMALN114,26.51
BBDCJ112,8.22
CVCBW190,0.84
KLBNW157,1.59
SMALN115,27.21
BBDCJ112W2,11.17
CVCBW195,0.89
KLBNW16,2.44
SMALN116,27.91
BBDCJ112W4,11.22
CVCBW200,0.94
KLBNW161,2.08
SMALN117,28.62
BBDCJ114W2,10.93
CVCBW205,0.98
KLBNW162,1.91
SMALN118,29.33
BBDCJ114W5,11.10
CVCBW210,1.03
KLBNW167,2.25
SMALN119,30.05
BBDCJ115,7.47
CVCBW215,1.08
KLBNW17,3.21
SMALN120,30.78
BBDCJ115W4,10.97
CVCBW220,1.13
KLBNW171,2.81
SMALN125,34.50
BBDCJ116,10.67
CVCBW225,1.18
KLBNW172,2.62
SMALN127,36.03
BBDCJ116W5,10.86
CVCBW230,1.22
KLBNW177,3.01
SMALO108,23.29
BBDCJ117,7.72
CVCBW235,1.27
KLBNW18,3.63
SMALO127,36.43
BBDCJ117W2,10.68
CVCBW240,1.32
KLBNW182,3.42
SMALO130,38.68
BBDCJ117W4,10.72
CVCBW245,1.37
KLBNW186,4.06
SMALO950,15.75
BBDCJ118,10.92
CVCBW249,1.42
KLBNW187,3.84
SMALT100,21.82
BBDCJ119,10.42
CVCBW255,1.47
KLBNW19,4.50
SMALT110,27.46
BBDCJ119W1,10.39
CVCBW260,1.51
KLBNW192,4.28
SMALU100W4,9.13
BBDCJ119W2,10.43
CVCBW265,1.56
KLBNW196,4.95
SMALU101W4,10.12
BBDCJ119W5,10.61
CVCBW270,1.61
KLBNW197,4.72
SMALU102W4,11.12
BBDCJ12,9.68
CVCBW275,1.66
KLBNW202,5.18
SMALU103W4,12.12
BBDCJ120,11.91
CVCBW280,1.71
KLBNW207,5.65
SMALU104W4,13.11
BBDCJ120W4,10.48
CVCBW285,1.76
KLBNW212,6.11
SMALU105W4,14.11
BBDCJ121,6.98
CVCBW290,1.81
KLBNW220,6.59
SMALU106W4,15.11
BBDCJ121W5,10.36
CVCBW295,1.86
KLBNW222,7.06
SMALU107W4,16.11
BBDCJ122,7.23
CVCBW299,1.90
KLBNW227,7.54
SMALU108W4,17.11
BBDCJ122W2,10.18
CVCBW305,1.95
KLBNW232,8.02
SMALU109W4,18.11
BBDCJ122W4,10.23
CVCBW310,2.00
KLBNW237,8.51
SMALU110W4,19.11
BBDCJ124,10.18
CVCBW315,2.05
KLBNW242,8.99
SMALU111W4,20.11
BBDCJ124W1,9.90
CVCBW325,2.15
KLBNW247,9.48
SMALU112W4,21.11
BBDCJ124W2,9.93
CVCBW330,2.20
KLBNW252,9.96
SMALU113W4,22.11
BBDCJ124W5,10.12
CVCBW335,2.25
KLBNW257,10.45
SMALU114W4,23.11
BBDCJ125W4,9.98
CVCBW340,2.30
KLBNW262,10.94
SMALU115W4,24.11
BBDCJ126,6.48
CVCBW345,2.34
KLBNW267,11.43
SMALU116W4,25.11
BBDCJ126W5,9.87
CVCBW355,2.44
KLBNX145,1.28
SMALU117W4,26.11
BBDCJ127,6.73
CVCBW365,2.54
KLBNX150,1.53
SMALU118W4,27.11
BBDCJ127W2,9.68
CVCBW375,2.64
KLBNX155,1.81
SMALU119W4,28.11
BBDCJ127W4,9.74
CVCBW385,2.74
KLBNX159,2.11
SMALU120W4,29.11
BBDCJ128,9.93
CVCBW395,2.83
KLBNX160,1.96
SMALU121W4,30.11
BBDCJ129W1,9.40
CVCBW405,2.93
KLBNX164,2.44
SMALU122W4,31.10
BBDCJ129W2,9.43
CVCBW500,2.88
KLBNX165,2.27
SMALU124W4,33.10
BBDCJ129W5,9.63
CVCBX110,0.24
KLBNX169,2.78
SMALU930W4,2.77
BBDCJ13,8.69
CVCBX115,0.27
KLBNX170,2.61
SMALU940W4,3.53
BBDCJ130,9.43
CVCBX125,0.34
KLBNX174,3.15
SMALU950W4,4.37
BBDCJ130W4,9.49
CVCBX135,0.41
KLBNX175,2.96
SMALU960W4,5.27
BBDCJ131,5.99
CVCBX145,0.48
KLBNX18,3.53
SMALU970W4,6.21
BBDCJ131W5,9.38
CVCBX15,0.56
KLBNX180,3.34
SMALU980W4,7.17
BBDCJ132,6.24
CVCBX165,0.64
KLBNX184,3.92
SMALU990W4,8.15
BBDCJ132W2,9.19
CVCBX175,0.72
KLBNX185,3.73
SMALV100,11.04
BBDCJ132W4,9.24
CVCBX185,0.81
KLBNX189,4.33
SMALV100W1,9.70
BBDCJ133,9.19
CVCBX195,0.90
KLBNX190,4.13
SMALV100W2,10.40
BBDCJ134W1,8.90
CVCBX205,0.99
KLBNX194,4.75
SMALV100W4,11.77
BBDCJ134W2,8.94
CVCBX210,1.03
KLBNX195,4.54
SMALV100W5,12.41
BBDCJ134W5,9.13
CVCBX215,1.08
KLBNX199,5.18
SMALV101,11.78
BBDCJ135W4,9.00
CVCBX225,1.17
KLBNX200,4.97
SMALV101W1,10.55
BBDCJ136,5.49
CVCBX235,1.26
KLBNX204,5.62
SMALV101W2,11.18
BBDCJ136W5,8.89
CVCBX245,1.36
KLBNX205,5.40
SMALV101W4,12.48
BBDCJ137,5.74
CVCBX255,1.45
KLBNX210,6.07
SMALV101W5,13.09
BBDCJ137W2,8.69
CVCBX265,1.55
KLBNX215,6.52
SMALV102,12.54
BBDCJ137W4,8.75
CVCBX275,1.64
KLBNX219,6.98
SMALV102W1,11.43
BBDCJ138,8.94
CVCBX285,1.74
KLBNX220,6.30
SMALV102W2,11.98
BBDCJ139W1,8.40
CVCBX295,1.83
KLBNX225,7.45
SMALV102W4,13.20
BBDCJ139W2,8.44
CVCBX305,1.93
KLBNX230,7.91
SMALV102W5,13.78
BBDCJ139W5,8.64
CVCBX310,1.98
KLBNX235,8.38
SMALV103,13.32
BBDCJ14,5.24
CXSEA101,8.50
KLBNX240,8.85
SMALV103W1,12.32
BBDCJ140W4,8.50
CXSEA106,8.03
KLBNX245,9.33
SMALV103W2,12.80
BBDCJ141,8.19
CXSEA111,7.55
KLBNX250,9.80
SMALV103W4,13.94
BBDCJ141W5,8.40
CXSEA116,7.07
KLBNX255,10.28
SMALV103W5,14.50
BBDCJ142,8.44
CXSEA121,6.60
LRENA1,3.79
SMALV104,14.11
BBDCJ142W2,8.19
CXSEA126,6.12
LRENA133,6.70
SMALV104W1,13.23
BBDCJ142W4,8.26
CXSEA13,5.19
LRENA135,6.50
SMALV104W2,13.64
BBDCJ144W1,7.90
CXSEA131,5.65
LRENA138,6.30
SMALV104W4,14.70
BBDCJ144W2,7.94
CXSEA137,5.42
LRENA140,6.10
SMALV104W5,15.22
BBDCJ144W5,8.15
CXSEA139,4.97
LRENA143,5.90
SMALV105,14.93
BBDCJ145,5.00
CXSEA141,4.74
LRENA145,5.71
SMALV105W1,14.16
BBDCJ145W4,8.01
CXSEA146,4.30
LRENA148,5.52
SMALV105W2,14.50
BBDCJ146,4.51
CXSEA149,4.09
LRENA150,5.33
SMALV105W4,15.47
BBDCJ146W5,7.91
CXSEA151,3.87
LRENA153,5.15
SMALV105W5,15.97
BBDCJ147,4.75
CXSEA154,3.66
LRENA155,4.97
SMALV106,15.75
BBDCJ147W2,7.70
CXSEA156,3.46
LRENA158,4.79
SMALV106W1,15.10
BBDCJ147W4,7.76
CXSEA159,3.25
LRENA160,4.61
SMALV106W2,15.38
BBDCJ149,7.95
CXSEA161,3.06
LRENA163,4.44
SMALV106W4,16.25
BBDCJ149W1,7.40
CXSEA164,2.87
LRENA169,4.27
SMALV106W5,16.73
BBDCJ149W2,7.45
CXSEA166,2.68
LRENA17,3.95
SMALV107,16.60
BBDCJ149W5,7.67
CXSEA169,2.51
LRENA171,4.11
SMALV107W1,16.05
BBDCJ15,3.79
CXSEA171,2.34
LRENA175,3.64
SMALV107W2,16.26
BBDCJ150,7.45
CXSEA174,2.17
LRENA178,3.50
SMALV107W4,17.05
BBDCJ150W4,7.52
CXSEA176,2.02
LRENA180,3.35
SMALV107W5,17.49
BBDCJ151W5,7.43
CXSEA179,1.87
LRENA183,3.21
SMALV108,17.45
BBDCJ152,4.27
CXSEA181,1.72
LRENA185,3.08
SMALV108W1,17.01
BBDCJ152W2,7.20
CXSEB100,8.81
LRENA188,2.95
SMALV108W2,17.16
BBDCJ152W4,7.27
CXSEB105,8.34
LRENA220,2.79
SMALV108W4,17.87
BBDCJ154W1,6.91
CXSEB110,7.87
LRENB130,7.51
SMALV108W5,18.28
BBDCJ154W2,6.95
CXSEB115,7.40
LRENB194,3.09
SMALV109,18.33
BBDCJ154W5,7.19
CXSEB12,6.93
LRENC137,8.34
SMALV109W1,17.97
BBDCJ155W4,7.03
CXSEB124,6.46
LRENC150,7.44
SMALV109W2,18.07
BBDCJ156W5,6.96
CXSEB13,6.00
LRENC155,7.10
SMALV109W4,18.70
BBDCJ157,7.20
CXSEB131,5.77
LRENC191,3.64
SMALV109W5,19.08
BBDCJ157W2,6.70
CXSEB134,5.55
LREND130,7.91
SMALV110,19.21
BBDCJ157W4,6.79
CXSEB136,5.33
LRENE220,4.07
SMALV110W1,18.94
BBDCJ159,3.56
CXSEB14,5.11
LRENE240,3.29
SMALV110W2,19.00
BBDCJ159W1,6.41
CXSEB144,4.68
LRENF130,8.30
SMALV110W4,19.54
BBDCJ159W2,6.45
CXSEB146,4.47
LRENG13,8.48
SMALV110W5,19.89
BBDCJ159W5,6.72
CXSEB15,4.26
LRENG170,5.96
SMALV111,20.10
BBDCJ16,3.33
CXSEB151,4.05
LRENG172,5.83
SMALV111W1,19.91
BBDCJ160W4,6.55
CXSEB154,3.85
LRENH16,6.29
SMALV111W2,19.93
BBDCJ161,6.21
CXSEB156,3.65
LRENH200,5.77
SMALV111W4,20.39
BBDCJ161W5,6.49
CXSEB16,3.46
LRENH220,4.91
SMALV111W5,20.71
BBDCJ162,6.71
CXSEB161,3.27
LRENH240,4.16
SMALV112,21.01
BBDCJ162W1,6.16
CXSEB164,3.09
LRENH260,3.52
SMALV112W1,20.89
BBDCJ162W2,6.21
CXSEB166,2.91
LRENI130,8.84
SMALV112W2,20.87
BBDCJ162W4,6.31
CXSEB17,2.74
LRENI130W4,6.08
SMALV112W4,21.25
BBDCJ164W1,5.91
CXSEB171,2.58
LRENI135W4,5.58
SMALV112W5,21.54
BBDCJ164W2,5.96
CXSEB174,2.42
LRENI140W4,5.08
SMALV113,21.92
BBDCJ164W5,6.26
CXSEB176,2.27
LRENI145W4,4.58
SMALV113W1,21.87
BBDCJ165W4,6.07
CXSEB18,2.12
LRENI150W4,4.08
SMALV113W2,21.82
BBDCJ166,2.87
CXSEB181,1.98
LRENI155W4,3.58
SMALV113W4,22.12
BBDCJ166W5,6.03
CXSEB800,10.69
LRENI160W4,3.08
SMALV113W5,22.38
BBDCJ167,5.97
CXSEB850,10.22
LRENI165W4,2.58
SMALV114,22.84
BBDCJ167W2,5.71
CXSEB900,9.75
LRENI170W4,2.08
SMALV114W1,22.86
BBDCJ167W4,5.83
CXSEB950,9.28
LRENI175W4,1.59
SMALV114W2,22.77
BBDCJ169W1,5.41
CXSEC1,3.85
LRENI180W4,1.12
SMALV114W4,23.01
BBDCJ169W2,5.46
CXSEC100,8.92
LRENI185W4,0.67
SMALV114W5,23.23
BBDCJ169W5,5.80
CXSEC105,8.46
LRENI190W4,0.31
SMALV115,23.77
BBDCJ17,6.96
CXSEC110,8.00
LRENJ105,8.64
SMALV115W1,23.85
BBDCJ170,7.70
CXSEC115,7.53
LRENJ110,8.15
SMALV115W2,23.73
BBDCJ170W4,5.60
CXSEC120,7.07
LRENJ110W1,8.11
SMALV115W4,23.90
BBDCJ171,5.24
CXSEC125,6.60
LRENJ115,7.65
SMALV115W5,24.09
BBDCJ171W5,5.57
CXSEC13,5.49
LRENJ115W1,7.61
SMALV116,24.71
BBDCJ172,2.44
CXSEC130,6.14
LRENJ115W2,7.64
SMALV116W1,24.83
BBDCJ172W2,5.22
CXSEC132,5.93
LRENJ115W5,7.75
SMALV116W2,24.69
BBDCJ172W4,5.37
CXSEC135,5.71
LRENJ120W1,7.11
SMALV116W4,24.80
BBDCJ174,5.00
CXSEC14,4.65
LRENJ120W2,7.14
SMALV116W5,24.96
BBDCJ174W1,4.91
CXSEC140,5.28
LRENJ120W5,7.27
SMALV117,25.65
BBDCJ174W2,4.97
CXSEC145,4.86
LRENJ121,7.15
SMALV118,26.59
BBDCJ174W5,5.35
CXSEC15,4.24
LRENJ125,6.66
SMALV118W1,26.82
BBDCJ175,6.46
CXSEC150,4.44
LRENJ125W1,6.61
SMALV118W2,26.63
BBDCJ175W4,5.14
CXSEC155,4.05
LRENJ125W2,6.64
SMALV118W4,26.62
BBDCJ176W5,5.13
CXSEC16,3.48
LRENJ125W4,6.73
SMALV118W5,26.72
BBDCJ177,2.03
CXSEC160,3.66
LRENJ125W5,6.79
SMALV119,27.54
BBDCJ177W2,4.73
CXSEC165,3.30
LRENJ130W1,6.11
SMALV120,28.50
BBDCJ177W4,4.91
CXSEC17,2.80
LRENJ130W2,6.15
SMALV120W1,28.80
BBDCJ179W1,4.42
CXSEC170,2.96
LRENJ130W4,6.24
SMALV120W2,28.58
BBDCJ179W2,4.48
CXSEC175,2.65
LRENJ130W5,6.32
SMALV120W4,28.47
BBDCJ179W5,4.91
CXSEC176,2.50
LRENJ131,6.17
SMALV120W5,28.52
BBDCJ180W4,4.69
CXSEC18,2.21
LRENJ135,5.67
SMALV121,29.45
BBDCJ181,1.66
CXSEC180,2.35
LRENJ135W1,5.61
SMALV122,30.41
BBDCJ181W5,4.69
CXSEC2,3.13
LRENJ135W2,5.65
SMALV122W1,30.79
BBDCJ182,4.53
CXSEC800,10.78
LRENJ135W4,5.76
SMALV122W2,30.54
BBDCJ182W2,4.24
CXSEC850,10.32
LRENJ135W5,5.85
SMALV122W4,30.34
BBDCJ182W4,4.47
CXSEC900,9.85
LRENJ137,5.43
SMALV122W5,30.34
BBDCJ184W1,3.92
CXSEC950,9.39
LRENJ140W1,5.12
SMALV123,31.38
BBDCJ184W2,4.01
CXSED101,8.92
LRENJ140W2,5.16
SMALV124,32.35
BBDCJ184W5,4.48
CXSED106,8.46
LRENJ140W4,5.29
SMALV124W1,32.78
BBDCJ185,4.06
CXSED111,8.00
LRENJ140W5,5.40
SMALV124W2,32.51
BBDCJ185W4,4.25
CXSED116,7.54
LRENJ141,5.18
SMALV124W4,32.23
BBDCJ186,4.76
CXSED121,7.08
LRENJ142,4.94
SMALV124W5,32.18
BBDCJ186W5,4.27
CXSED126,6.62
LRENJ145,4.70
SMALV125,33.31
BBDCJ187,1.33
CXSED131,6.18
LRENJ145W1,4.62
SMALV126,34.29
BBDCJ187W2,3.77
CXSED133,5.96
LRENJ145W2,4.66
SMALV126W2,34.48
BBDCJ187W4,4.03
CXSED136,5.75
LRENJ145W4,4.83
SMALV126W4,34.13
BBDCJ189,5.72
CXSED138,5.54
LRENJ145W5,4.95
SMALV126W5,34.04
BBDCJ189W1,3.44
CXSED14,5.33
LRENJ147,4.46
SMALV127,35.26
BBDCJ189W2,3.54
CXSED145,4.92
LRENJ150W1,4.12
SMALV128,36.23
BBDCJ189W5,4.06
CXSED148,4.72
LRENJ150W2,4.18
SMALV128W2,36.46
BBDCJ190,3.60
CXSED15,4.52
LRENJ150W4,4.38
SMALV128W4,36.05
BBDCJ190W4,3.82
CXSED153,4.32
LRENJ150W5,4.51
SMALV128W5,35.92
BBDCJ191W5,3.86
CXSED155,4.13
LRENJ151,4.22
SMALV129,37.21
BBDCJ192,1.04
CXSED158,3.95
LRENJ152,3.99
SMALV130,38.19
BBDCJ192W2,3.31
CXSED16,3.76
LRENJ155,3.76
SMALV130W4,37.97
BBDCJ192W4,3.61
CXSED163,3.59
LRENJ155W1,3.63
SMALV130W5,37.82
BBDCJ194,3.38
CXSED165,3.42
LRENJ155W2,3.69
SMALV910,5.42
BBDCJ194W1,2.96
CXSED168,3.25
LRENJ155W4,3.93
SMALV915,5.67
BBDCJ194W2,3.08
CXSED17,3.09
LRENJ155W5,4.09
SMALV920,5.94
BBDCJ194W5,3.66
CXSED173,2.93
LRENJ157,3.53
SMALV920W1,4.03
BBDCJ195W4,3.40
CXSED175,2.78
LRENJ160W1,3.14
SMALV920W2,5.11
BBDCJ196W5,3.46
CXSED178,2.63
LRENJ160W2,3.22
SMALV920W4,6.89
BBDCJ197W2,2.85
CXSED18,2.49
LRENJ160W4,3.50
SMALV920W5,7.65
BBDCJ197W4,3.20
CXSED183,2.36
LRENJ160W5,3.67
SMALV925,6.21
BBDCJ198,3.16
CXSED185,2.23
LRENJ161,3.30
SMALV930,6.49
BBDCJ199W1,2.50
CXSEE100,9.12
LRENJ162,3.08
SMALV930W1,4.60
BBDCJ199W2,2.64
CXSEE105,8.67
LRENJ165,2.86
SMALV935,6.77
BBDCJ199W5,3.26
CXSEE110,8.22
LRENJ165W1,2.67
SMALV940,7.06
BBDCJ2,4.29
CXSEE115,7.76
LRENJ165W2,2.76
SMALV940W1,5.22
BBDCJ200W4,3.00
CXSEE120,7.31
LRENJ165W4,3.09
SMALV945,7.35
BBDCJ201,2.54
CXSEE125,6.86
LRENJ165W5,3.26
SMALV950,7.66
BBDCJ201W5,3.07
CXSEE130,6.41
LRENJ167,2.65
SMALV950W1,5.88
BBDCJ202W2,2.42
CXSEE132,6.20
LRENJ170W1,2.21
SMALV950W2,6.87
BBDCJ202W4,2.81
CXSEE135,5.99
LRENJ170W2,2.32
SMALV950W4,8.56
BBDCJ204W1,2.05
CXSEE137,5.78
LRENJ170W4,2.69
SMALV950W5,9.29
BBDCJ204W2,2.22
CXSEE140,5.57
LRENJ170W5,2.87
SMALV955,7.97
BBDCJ204W5,2.89
CXSEE145,5.17
LRENJ171,2.44
SMALV960,8.28
BBDCJ205W4,2.62
CXSEE147,4.97
LRENJ172,2.25
SMALV960W1,6.58
BBDCJ206,2.16
CXSEE150,4.77
LRENJ175,2.06
SMALV960W2,7.52
BBDCJ206W5,2.71
CXSEE152,4.58
LRENJ175W1,1.77
SMALV960W4,9.16
BBDCJ207W2,2.02
CXSEE155,4.39
LRENJ175W2,1.92
SMALV960W5,9.87
BBDCJ207W4,2.44
CXSEE157,4.20
LRENJ175W4,2.32
SMALV965,8.61
BBDCJ208,2.35
CXSEE160,4.02
LRENJ175W5,2.50
SMALV970,8.94
BBDCJ209,3.83
CXSEE162,3.84
LRENJ177,1.88
SMALV970W1,7.31
BBDCJ209W1,1.62
CXSEE165,3.67
LRENJ180W1,1.36
SMALV970W2,8.20
BBDCJ209W2,1.82
CXSEE167,3.51
LRENJ180W2,1.55
SMALV970W4,9.78
BBDCJ209W5,2.54
CXSEE170,3.35
LRENJ180W4,1.98
SMALV970W5,10.48
BBDCJ21,1.81
CXSEE172,3.19
LRENJ180W5,2.17
SMALV975,9.27
BBDCJ210,1.98
CXSEE175,3.04
LRENJ181,1.71
SMALV980,9.61
BBDCJ210W4,2.27
CXSEE177,2.89
LRENJ182,1.55
SMALV980W1,8.08
BBDCJ211W5,2.38
CXSEE180,2.75
LRENJ185,1.39
SMALV980W2,8.91
BBDCJ212W2,1.64
CXSEE182,2.61
LRENJ185W1,1.00
SMALV980W4,10.42
BBDCJ212W4,2.10
CXSEE185,2.48
LRENJ185W2,1.22
SMALV980W5,11.10
BBDCJ214W1,1.23
CXSEE187,2.35
LRENJ185W4,1.66
SMALV985,9.96
BBDCJ214W2,1.47
CXSEE800,10.94
LRENJ185W5,1.86
SMALV990,10.31
BBDCJ214W5,2.22
CXSEE85,10.03
LRENJ187,1.25
SMALV990W1,8.88
BBDCJ215W4,1.94
CXSEE850,10.48
LRENJ190W1,0.71
SMALV990W2,9.64
BBDCJ216,1.49
CXSEE950,9.58
LRENJ190W2,0.94
SMALV990W4,11.09
BBDCJ216W5,2.07
CXSEF100,9.25
LRENJ190W4,1.38
SMALV990W5,11.75
BBDCJ217W2,1.31
CXSEF105,8.80
LRENJ190W5,1.58
SMALV995,10.67
BBDCJ217W4,1.79
CXSEF110,8.35
LRENJ194,1.00
SMALW100,13.46
BBDCJ218,1.64
CXSEF115,7.91
LRENJ22,1.12
SMALW101,14.12
BBDCJ219W2,1.16
CXSEF120,7.46
LRENK121,7.20
SMALW102,14.79
BBDCJ219W5,1.92
CXSEF125,7.01
LRENK130,6.73
SMALW103,15.47
BBDCJ22,1.21
CXSEF130,6.57
LRENK131,6.27
SMALW104,16.17
BBDCJ220,1.35
CXSEF132,6.36
LRENK134,6.04
SMALW105,16.88
BBDCJ220W4,1.65
CXSEF135,6.16
LRENK136,5.82
SMALW106,17.60
BBDCJ221W5,1.79
CXSEF137,5.95
LRENK140,5.59
SMALW107,18.34
BBDCJ3,5.48
CXSEF140,5.75
LRENK143,5.37
SMALW108,19.08
BBDCJ4,2.74
