ativo,margem
USIML404,2.56
BOVAH132,54.25
ELETM465,11.32
NATUS12,4.70
USIML409,2.53
BOVAH133,53.38
ELETM468,11.51
NATUU100W4,3.09
USIML414,2.49
BOVAH134,52.50
ELETM470,11.70
NATUU105W4,3.59
USIML424,2.42
BOVAH136,50.76
ELETM473,11.89
NATUU110W4,4.09
USIML434,2.36
BOVAH137,49.89
ELETM475,12.09
NATUU115W4,4.59
USIML444,2.29
BOVAH138,49.02
ELETM478,12.28
NATUU120W4,5.09
USIML454,2.23
BOVAH139,48.15
ELETM480,12.48
NATUU125W4,5.59
USIML464,2.17
BOVAH14,47.28
ELETM483,12.67
NATUU720W4,0.33
USIML474,2.10
BOVAH146,42.06
ELETM485,12.87
NATUU740W4,0.51
USIML484,2.04
BOVAH147,41.19
ELETM490,13.26
NATUU760W4,0.70
USIML494,1.99
BOVAH148,40.32
ELETM493,13.46
NATUU780W4,0.89
USIML509,1.90
BOVAH15,38.58
ELETM495,13.66
NATUU800W4,1.09
USIML519,1.85
BOVAH151,37.71
ELETM498,13.86
NATUU820W4,1.29
USIML529,1.79
BOVAH152,36.84
ELETM500,14.06
NATUU840W4,1.49
USIML539,1.74
BOVAH153,35.97
ELETM505,14.46
NATUU860W4,1.69
USIML549,1.69
BOVAH154,35.10
ELETM506,13.06
NATUU880W4,1.89
USIML559,1.64
BOVAH2,34.27
ELETM510,14.87
NATUU900W4,2.09
USIML569,1.59
BOVAH4,64.69
ELETM661,26.56
NATUU920W4,2.29
USIML579,1.55
BOVAH5,60.34
ELETN388,6.51
NATUU940W4,2.49
USIML589,1.50
BOVAH6,55.99
ELETN395,6.94
NATUU960W4,2.69
USIML599,1.46
BOVAH7,51.63
ELETN398,7.08
NATUU980W4,2.89
USIML609,1.42
BOVAH8,42.93
ELETN400,7.23
NATUV10,3.01
USIMM382,0.95
BOVAI118W4,51.20
ELETN403,7.38
NATUV100,3.05
USIMM387,0.98
BOVAI119,66.73
ELETN408,7.69
NATUV100W1,3.06
USIMM392,1.01
BOVAI12,65.87
ELETN410,7.84
NATUV100W2,3.05
USIMM397,1.05
BOVAI120W4,49.20
ELETN413,7.99
NATUV100W4,3.04
USIMM402,1.08
BOVAI121W4,48.20
ELETN415,8.15
NATUV100W5,3.05
USIMM407,1.11
BOVAI122W4,47.20
ELETN428,8.95
NATUV102,3.29
USIMM412,1.14
BOVAI123W4,46.20
ELETN432,7.53
NATUV105,3.54
USIMM417,1.18
BOVAI124,62.43
ELETN433,9.28
NATUV105W1,3.56
USIMM422,1.21
BOVAI124W4,45.20
ELETN435,9.45
NATUV105W2,3.54
USIMM442,1.35
BOVAI125,61.57
ELETN438,9.62
NATUV105W4,3.52
USIMM462,1.50
BOVAI125W4,44.20
ELETN440,9.79
NATUV105W5,3.51
USIMM562,2.28
BOVAI126,60.71
ELETN443,9.96
NATUV107,3.78
USIMM70,3.21
BOVAI126W4,43.20
ELETN445,10.13
NATUV110W1,4.06
USIMM702,3.48
BOVAI127,59.85
ELETN448,10.30
NATUV110W2,4.03
USIMN403,1.16
BOVAI127W4,42.20
ELETN450,10.47
NATUV110W4,4.00
USIMN423,1.29
BOVAI128,58.99
ELETN453,10.65
NATUV110W5,3.99
USIMN443,1.43
BOVAI128W4,41.20
ELETN455,10.83
NATUV112,4.27
USIMN463,1.57
BOVAI129,58.13
ELETO373,6.01
NATUV115W1,4.55
USIMN478,1.68
BOVAI129W4,40.20
ELETO400,7.53
NATUV115W2,4.53
USIMN701,3.24
BOVAI130,57.27
ELETO403,6.68
NATUV115W4,4.48
USIMN703,3.50
BOVAI130W4,39.20
ELETO430,9.37
NATUV115W5,4.47
USIMO500,1.89
BOVAI131W4,38.21
ELETO480,12.78
NATUV117,4.76
USIMR819,4.50
BOVAI132W4,37.21
ELETO552,16.80
NATUV120W1,5.05
USIMS674,3.34
BOVAI133W4,36.21
ELETO557,17.19
NATUV120W2,5.02
USIMT800,4.35
BOVAI134W4,35.21
ELETP452,9.83
NATUV120W4,4.97
USIMU350W4,0.11
BOVAI135,52.96
ELETQ405,6.37
NATUV120W5,4.95
USIMU360W4,0.18
BOVAI135W4,34.21
ELETQ410,6.63
NATUV125,5.50
USIMU370W4,0.26
BOVAI136W4,33.21
ELETQ477,10.48
NATUV125W2,5.52
USIMU380W4,0.35
BOVAI137W4,32.21
ELETQ482,10.79
NATUV125W4,5.46
USIMU390W4,0.44
BOVAI138W4,31.21
ELETQ600,19.07
NATUV127,5.74
USIMU400W4,0.54
BOVAI139W4,30.21
ELETQ605,19.45
NATUV130,5.25
USIMU410W4,0.64
BOVAI140,48.66
ELETS428,9.98
NATUV130W2,6.01
USIMU420W4,0.74
BOVAI140W4,29.21
ELETT400,8.63
NATUV132,6.24
USIMU430W4,0.83
BOVAI141,47.80
ELETT403,8.76
NATUV137,6.73
USIMU440W4,0.93
BOVAI141W4,28.21
ELETT405,8.90
NATUV142,7.23
USIMU450W4,1.03
BOVAI142,46.94
ELETT408,9.04
NATUV147,7.72
USIMU460W4,1.13
BOVAI142W4,27.21
ELETT413,9.31
NATUV152,8.22
USIMU470W4,1.23
BOVAI143,46.08
ELETT415,9.45
NATUV157,8.71
USIMU480W4,1.33
BOVAI143W4,26.21
ELETT418,9.59
NATUV162,9.21
USIMU490W4,1.43
BOVAI144,45.22
ELETT420,9.73
NATUV167,9.71
USIMU500W4,1.53
BOVAI144W4,25.21
ELETT437,9.17
NATUV172,10.20
USIMU520W4,1.73
BOVAI145,44.36
ELETT54,22.38
NATUV177,10.70
USIMU540W4,1.93
BOVAI145W4,24.21
ELETT540,14.71
NATUV182,11.19
USIMU560W4,2.13
BOVAI146,43.50
ELETT560,16.03
NATUV700W1,0.36
USIMU580W4,2.33
BOVAI146W4,23.21
ELETU425W4,6.99
NATUV700W5,0.67
USIMU70,3.57
BOVAI147,42.64
ELETU430W4,7.49
NATUV720W1,0.49
USIMU710,3.65
BOVAI147W4,22.21
ELETU435W4,7.99
NATUV720W4,0.73
USIMV347,0.36
BOVAI148,41.78
ELETU440W4,8.49
NATUV720W5,0.78
USIMV350W1,0.24
BOVAI148W4,21.22
ELETU445W4,8.99
NATUV740W1,0.63
USIMV350W2,0.32
BOVAI149,40.92
ELETU450W4,9.49
NATUV740W2,0.73
USIMV352,0.39
BOVAI149W4,20.22
ELETU455W4,9.99
NATUV740W4,0.86
USIMV357,0.42
BOVAI150,40.06
ELETU460W4,10.49
NATUV740W5,0.91
USIMV360W1,0.30
BOVAI150W4,19.22
ELETU465W4,10.99
NATUV756,0.91
USIMV360W2,0.38
BOVAI152W4,17.22
ELETU470W4,11.48
NATUV760W1,0.78
USIMV360W4,0.49
BOVAI154W4,15.22
ELETU475W4,11.98
NATUV760W2,0.87
USIMV360W5,0.54
BOVAI156W4,13.22
ELETU480W4,12.48
NATUV760W4,0.99
USIMV362,0.45
BOVAI158W4,11.22
ELETU485W4,12.98
NATUV760W5,1.04
USIMV367,0.48
BOVAI160W4,9.22
ELETU490W4,13.48
NATUV776,1.06
USIMV37,1.66
BOVAI162W4,7.22
ELETU495W4,13.98
NATUV780W1,0.95
USIMV370W1,0.37
BOVAI164W4,5.24
ELETU500W4,14.48
NATUV780W2,1.03
USIMV370W2,0.44
BOVAI31,33.50
ELETU510W4,15.48
NATUV780W4,1.14
USIMV370W4,0.55
BOVAI32,32.15
ELETU520W4,16.48
NATUV780W5,1.18
USIMV370W5,0.60
BOVAI5,67.59
ELETU530W4,17.48
NATUV786,1.13
USIMV372,0.51
BOVAI6,65.01
ELETV1,7.78
NATUV796,1.21
USIMV377,0.54
BOVAI7,64.15
ELETV2,13.46
NATUV800W1,1.13
USIMV380W1,0.44
BOVAI8,63.29
ELETV3,11.43
NATUV800W2,1.19
USIMV380W2,0.50
BOVAJ1,45.29
ELETV357,2.23
NATUV800W4,1.29
USIMV380W4,0.62
BOVAJ118,52.22
ELETV36,2.79
NATUV800W5,1.33
USIMV380W5,0.66
BOVAJ118W1,51.54
ELETV37,3.09
NATUV806,1.29
USIMV382,0.57
BOVAJ118W2,51.88
ELETV373,2.11
NATUV816,1.37
USIMV387,0.61
BOVAJ118W4,52.56
ELETV378,2.37
NATUV820W1,1.31
USIMV390W1,0.51
BOVAJ118W5,52.90
ELETV383,2.64
NATUV820W2,1.36
USIMV390W2,0.58
BOVAJ120,50.24
ELETV388,2.94
NATUV820W4,1.44
USIMV390W4,0.68
BOVAJ120W1,49.55
ELETV390,2.50
NATUV820W5,1.48
USIMV390W5,0.73
BOVAJ120W2,49.89
ELETV393,3.25
NATUV826,1.46
USIMV392,0.64
BOVAJ120W4,50.59
ELETV396,3.41
NATUV836,1.54
USIMV397,0.68
BOVAJ120W5,50.93
ELETV397,2.38
NATUV840W1,1.50
USIMV400W1,0.59
BOVAJ121W1,48.55
ELETV398,3.58
NATUV840W2,1.54
USIMV400W2,0.65
BOVAJ121W2,48.90
ELETV4,11.67
NATUV840W4,1.61
USIMV400W4,0.75
BOVAJ121W4,49.60
ELETV40,5.23
NATUV840W5,1.64
USIMV400W5,0.79
BOVAJ122,48.26
ELETV400,2.51
NATUV846,1.63
USIMV402,0.71
BOVAJ122W1,47.55
ELETV401,3.75
NATUV856,1.72
USIMV407,0.75
BOVAJ122W2,47.91
ELETV402,2.65
NATUV860W1,1.69
USIMV410W1,0.68
BOVAJ122W4,48.61
ELETV403,3.92
NATUV860W2,1.72
USIMV410W2,0.73
BOVAJ122W5,48.96
ELETV406,4.10
NATUV860W4,1.78
USIMV410W4,0.82
BOVAJ123W1,46.56
ELETV407,2.94
NATUV860W5,1.80
USIMV410W5,0.86
BOVAJ123W2,46.91
ELETV408,4.28
NATUV866,1.80
USIMV412,0.79
BOVAJ123W4,47.62
ELETV410,3.09
NATUV876,1.89
USIMV417,0.83
BOVAJ124W1,45.56
ELETV411,4.46
NATUV880W1,1.88
USIMV420W1,0.77
BOVAJ124W2,45.92
ELETV412,3.24
NATUV880W2,1.90
USIMV420W2,0.81
BOVAJ124W4,46.63
ELETV413,4.65
NATUV880W4,1.95
USIMV420W4,0.90
BOVAJ124W5,46.99
ELETV415,4.81
NATUV880W5,1.97
USIMV420W5,0.94
BOVAJ125W1,44.56
ELETV416,4.84
NATUV886,1.98
USIMV422,0.87
BOVAJ125W2,44.93
ELETV417,3.56
NATUV896,2.07
USIMV427,0.91
BOVAJ125W4,45.65
ELETV418,5.03
NATUV900W1,2.08
USIMV430W1,0.86
BOVAJ126W1,43.57
ELETV42,7.33
NATUV900W2,2.09
USIMV430W2,0.89
BOVAJ126W2,43.93
ELETV420,3.73
NATUV900W4,2.12
USIMV430W4,0.98
BOVAJ126W4,44.66
ELETV420W5,6.86
NATUV900W5,2.14
USIMV430W5,1.01
BOVAJ126W5,45.02
ELETV422,3.90
NATUV906,2.16
USIMV432,0.95
BOVAJ127W1,42.57
ELETV423,5.43
NATUV916,2.26
USIMV437,0.99
BOVAJ127W2,42.94
ELETV425W1,6.92
NATUV920W1,2.27
USIMV440W1,0.95
BOVAJ127W4,43.67
ELETV425W2,6.96
NATUV920W2,2.28
USIMV440W2,0.98
BOVAJ128W1,41.57
ELETV425W4,7.15
NATUV920W4,2.30
USIMV440W4,1.06
BOVAJ128W2,41.94
ELETV425W5,7.27
NATUV920W5,2.32
USIMV440W5,1.09
BOVAJ128W4,42.68
ELETV426,5.63
NATUV926,2.35
USIMV442,1.03
BOVAJ128W5,43.05
ELETV427,4.25
NATUV936,2.44
USIMV447,1.07
BOVAJ129W1,40.58
ELETV428,5.83
NATUV940W1,2.47
USIMV450W1,1.04
BOVAJ129W2,40.95
ELETV43,6.68
NATUV940W2,2.47
USIMV450W2,1.07
BOVAJ129W4,41.69
ELETV430,4.43
NATUV940W4,2.49
USIMV450W4,1.14
BOVAJ13,40.33
ELETV430W1,7.40
NATUV940W5,2.50
USIMV450W5,1.17
BOVAJ130W1,39.58
ELETV430W2,7.42
NATUV946,2.53
USIMV452,1.12
BOVAJ130W2,39.96
ELETV430W4,7.57
NATUV956,2.63
USIMV457,1.16
BOVAJ130W4,40.71
ELETV430W5,7.68
NATUV960W1,2.67
USIMV460W1,1.14
BOVAJ130W5,41.08
ELETV431,6.04
NATUV960W2,2.66
USIMV460W2,1.16
BOVAJ131,39.34
ELETV432,4.62
NATUV960W4,2.67
USIMV460W4,1.22
BOVAJ131W1,38.58
ELETV433,6.25
NATUV960W5,2.68
USIMV460W5,1.25
BOVAJ131W2,38.96
ELETV435W1,7.89
NATUV966,2.72
USIMV462,1.20
BOVAJ131W4,39.72
ELETV435W2,7.89
NATUV976,2.82
USIMV467,1.25
BOVAJ132,38.35
ELETV435W4,8.00
NATUV980W1,2.86
USIMV470W1,1.24
BOVAJ132W1,37.59
ELETV435W5,8.09
NATUV980W2,2.86
USIMV470W2,1.25
BOVAJ132W2,37.97
ELETV436,6.46
NATUV980W4,2.86
USIMV470W4,1.30
BOVAJ132W4,38.73
ELETV437,5.38
NATUV980W5,2.86
USIMV470W5,1.33
BOVAJ132W5,39.11
ELETV438,5.00
NATUV986,2.91
USIMV472,1.29
BOVAJ133,36.37
ELETV44,8.69
NATUW100,3.05
USIMV477,1.34
BOVAJ133W1,36.59
ELETV440,6.89
NATUW100W1,3.05
USIMV480W1,1.33
BOVAJ133W2,36.98
ELETV440W1,8.38
NATUW102,3.27
USIMV480W2,1.34
BOVAJ133W4,37.74
ELETV440W2,8.37
NATUW102W1,3.28
USIMV480W4,1.39
BOVAJ134W1,35.59
ELETV440W4,8.44
NATUW105,3.50
USIMV480W5,1.42
BOVAJ134W2,35.98
ELETV440W5,8.52
NATUW105W1,3.51
USIMV482,1.38
BOVAJ134W4,36.76
ELETV441,5.19
NATUW107W1,3.75
USIMV487,1.43
BOVAJ134W5,37.14
ELETV443,7.11
NATUW110,3.96
USIMV490W1,1.43
BOVAJ135,35.38
ELETV445W1,8.88
NATUW110W1,3.98
USIMV490W2,1.44
BOVAJ135W1,34.60
ELETV445W2,8.84
NATUW112W1,4.22
USIMV490W4,1.48
BOVAJ135W2,34.99
ELETV445W4,8.88
NATUW115,4.42
USIMV490W5,1.50
BOVAJ135W4,35.77
ELETV445W5,8.95
NATUW115W1,4.45
USIMV492,1.47
BOVAJ136W1,33.60
ELETV447,5.78
NATUW117,4.66
USIMV497,1.52
BOVAJ136W2,34.00
ELETV448,7.56
NATUW120,4.89
USIMV500W1,1.53
BOVAJ136W4,34.78
ELETV45,10.09
NATUW122,5.13
USIMV500W2,1.53
BOVAJ136W5,35.17
ELETV450,5.99
NATUW124,5.37
USIMV500W4,1.57
BOVAJ137,33.40
ELETV450W1,9.37
NATUW130,5.85
USIMV500W5,1.59
BOVAJ137W1,32.60
ELETV450W2,9.32
NATUW134,6.33
USIMV502,1.57
BOVAJ137W2,33.00
ELETV450W4,9.33
NATUW140,6.81
USIMV520W2,1.72
BOVAJ137W4,33.79
ELETV450W5,9.38
NATUW145,7.29
USIMV520W4,1.75
BOVAJ138,32.41
ELETV452,6.20
NATUW150,7.78
USIMV520W5,1.76
BOVAJ138W1,31.61
ELETV453,8.00
NATUW155,8.27
USIMV522,1.75
BOVAJ138W2,32.01
ELETV455W1,9.87
NATUW170,9.73
USIMV532,1.85
BOVAJ138W4,32.80
ELETV455W2,9.81
NATUW700,0.79
USIMV540W2,1.92
BOVAJ138W5,33.20
ELETV455W4,9.78
NATUW720,0.91
USIMV540W4,1.93
BOVAJ139,31.42
ELETV455W5,9.83
NATUW730,0.97
USIMV540W5,1.94
BOVAJ139W1,30.61
ELETV456,8.23
NATUW740,1.03
USIMV542,1.94
BOVAJ139W2,31.01
ELETV457,6.62
NATUW750,1.09
USIMV552,2.04
BOVAJ139W4,31.82
ELETV458,8.46
NATUW760,1.16
USIMV560W2,2.11
BOVAJ14,30.43
ELETV46,10.57
NATUW770,1.22
USIMV560W4,2.12
BOVAJ140W1,29.61
ELETV460,6.83
NATUW780,1.29
USIMV560W5,2.12
BOVAJ140W2,30.02
ELETV460W1,10.36
NATUW790,1.36
USIMV562,2.13
BOVAJ140W4,30.83
ELETV460W2,10.29
NATUW800,1.43
USIMV572,2.23
BOVAJ140W5,31.23
ELETV460W4,10.25
NATUW800W1,1.37
USIMV580W2,2.31
BOVAJ141W1,28.62
ELETV460W5,10.27
NATUW810,1.50
USIMV580W4,2.31
BOVAJ141W2,29.03
ELETV462,7.05
NATUW820,1.57
USIMV580W5,2.31
BOVAJ141W4,29.84
ELETV463,8.92
NATUW820W1,1.52
USIMV582,2.33
BOVAJ142W1,27.62
ELETV465,7.26
NATUW830,1.65
USIMV592,2.42
BOVAJ142W2,28.03
ELETV465W1,10.86
NATUW830W1,1.59
USIMV600W4,2.50
BOVAJ142W4,28.85
ELETV465W2,10.78
NATUW840,1.72
USIMV600W5,2.50
BOVAJ142W5,29.26
ELETV465W4,10.71
NATUW840W1,1.67
USIMV602,2.52
BOVAJ143W1,26.63
ELETV465W5,10.72
NATUW850,1.80
USIMV612,2.62
BOVAJ143W2,27.04
ELETV466,9.15
NATUW850W1,1.75
USIMV622,2.72
BOVAJ143W4,27.86
ELETV467,7.48
NATUW860,1.88
USIMV632,2.81
BOVAJ144W1,25.63
ELETV468,9.39
NATUW870,1.96
USIMV642,2.91
BOVAJ144W2,26.05
ELETV47,11.52
NATUW870W1,1.91
USIMV652,3.01
BOVAJ144W4,26.88
ELETV470W1,11.36
NATUW880,2.03
USIMV662,3.11
BOVAJ144W5,27.29
ELETV470W2,11.27
NATUW880W1,2.00
USIMV672,3.21
BOVAJ145,25.47
ELETV470W4,11.18
NATUW900,2.20
USIMV682,3.31
BOVAJ145W1,24.63
ELETV470W5,11.18
NATUW900W1,2.16
USIMV692,3.40
BOVAJ145W2,25.05
ELETV471,9.62
NATUW920,2.36
USIMV702,3.50
BOVAJ145W4,25.89
ELETV472,7.93
NATUW920W1,2.34
USIMV712,3.60
BOVAJ146W1,23.64
ELETV473,9.86
NATUW930W1,2.42
USIMV722,3.70
BOVAJ146W2,24.06
ELETV475W1,14.35
NATUW940,2.53
USIMV732,3.80
BOVAJ146W4,24.90
ELETV475W5,11.64
NATUW950,2.62
USIMV742,3.90
BOVAJ146W5,25.32
ELETV477,8.38
NATUW950W1,2.60
USIMV752,4.00
BOVAJ147W1,22.64
ELETV478,10.33
NATUW960,2.70
USIMV762,4.10
BOVAJ147W2,23.07
ELETV47W1,11.86
NATUW970W1,2.78
USIMV782,4.29
BOVAJ147W4,23.91
ELETV48,12.49
NATUW980,2.88
USIMV792,4.39
BOVAJ148W1,21.64
ELETV480,8.61
NATUW980W1,2.87
USIMV800,4.19
BOVAJ148W2,22.07
ELETV480W1,12.36
NATUX100,3.05
USIMV802,4.49
BOVAJ148W4,22.93
ELETV480W5,12.11
NATUX105,3.48
USIMV812,4.59
BOVAJ148W5,23.35
ELETV482,8.84
NATUX110,3.91
USIMV822,4.69
BOVAJ149W1,20.65
ELETV483,10.81
NATUX115,4.36
USIMV832,4.79
BOVAJ149W2,21.08
ELETV485,12.73
NATUX117,4.59
USIMV842,4.89
BOVAJ149W4,21.94
ELETV485W1,12.85
NATUX120,4.81
USIMV852,4.99
BOVAJ150W1,19.65
ELETV485W5,12.58
NATUX122,5.04
USIMV900,5.18
BOVAJ150W2,20.08
ELETV487,9.30
NATUX125,5.27
USIMW350,0.59
BOVAJ150W4,20.95
ELETV488,11.28
NATUX130,5.74
USIMW355,0.61
BOVAJ150W5,21.39
ELETV489,13.22
NATUX135,6.21
USIMW360,0.64
BOVAJ151,19.53
ELETV49,13.71
NATUX140,6.68
USIMW365,0.67
BOVAJ152,18.54
ELETV490,9.53
NATUX145,7.15
USIMW370,0.70
BOVAJ152W1,17.66
ELETV490W1,13.35
NATUX150,7.63
USIMW375,0.73
BOVAJ152W2,18.10
ELETV490W5,13.05
NATUX155,8.11
USIMW380,0.77
BOVAJ152W4,19.00
ELETV492,9.77
NATUX160,8.59
USIMW385,0.80
BOVAJ152W5,19.49
ELETV493,11.77
NATUX165,9.07
USIMW390,0.83
BOVAJ153,17.56
ELETV495,10.00
NATUX170,9.55
USIMW395,0.86
BOVAJ154,16.59
ELETV495W1,13.85
NATUX175,10.03
USIMW400,0.90
BOVAJ154W1,15.66
ELETV495W5,13.52
NATUX700,0.94
USIMW405,0.93
BOVAJ154W2,16.11
ELETV497,10.24
NATUX720,1.04
USIMW410,0.96
BOVAJ154W4,17.10
ELETV498,12.25
NATUX730,1.10
USIMW415,1.00
BOVAJ154W5,17.62
ELETV5,11.04
NATUX740,1.16
USIMW420,1.03
BOVAJ155,15.64
ELETV50,12.39
NATUX750,1.22
USIMW425,1.07
BOVAJ155W4,16.17
ELETV500,10.48
NATUX760,1.28
USIMW430,1.11
BOVAJ156,14.69
ELETV500W5,14.00
NATUX770,1.34
USIMW435,1.14
BOVAJ156W1,13.67
ELETV505,10.95
NATUX780,1.40
USIMW440,1.18
BOVAJ156W2,14.16
ELETV506,12.98
NATUX790,1.47
USIMW445,1.22
BOVAJ156W4,15.24
ELETV510,15.09
NATUX800,1.53
USIMW450,1.26
BOVAJ156W5,15.80
ELETV510W1,15.35
NATUX810,1.60
USIMW455,1.29
BOVAJ157,13.76
ELETV510W5,14.95
NATUX820,1.67
USIMW460,1.33
BOVAJ158,12.84
ELETV515,11.91
NATUX830,1.74
USIMW465,1.37
BOVAJ158W1,11.71
ELETV518,14.09
NATUX840,1.81
USIMW470,1.41
BOVAJ158W2,12.25
ELETV520W1,16.34
NATUX850,1.88
USIMW475,1.45
BOVAJ158W4,13.44
ELETV520W5,15.91
NATUX860,1.95
USIMW480,1.49
BOVAJ158W5,14.04
ELETV528,15.07
NATUX870,2.02
USIMW485,1.53
BOVAJ159,11.94
ELETV530W1,17.34
NATUX880,2.10
USIMW490,1.57
BOVAJ160,11.06
ELETV530W5,16.88
NATUX890,2.17
USIMW495,1.61
BOVAJ160W1,9.78
ELETV532,13.60
NATUX900,2.25
USIMW500,1.66
BOVAJ160W2,10.39
ELETV533,17.39
NATUX910,2.33
USIMW510,1.74
BOVAJ160W4,11.72
ELETV536,15.91
NATUX920,2.40
USIMW520,1.82
BOVAJ160W5,12.35
ELETV538,17.89
NATUX930,2.48
USIMW540,1.99
BOVAJ161,10.20
ELETV542,14.58
NATUX940,2.56
USIMW550,2.08
BOVAJ162,9.37
ELETV543,18.38
NATUX95,2.64
USIMW560,2.17
BOVAJ162W1,7.90
ELETV548,18.87
NATUX960,2.72
USIMW580,2.35
BOVAJ162W2,8.62
ELETV55,18.02
NATUX980,2.89
USIMW600,2.53
BOVAJ162W4,10.08
ELETV552,15.56
PCARA225,3.72
USIMW620,2.71
BOVAJ162W5,10.76
ELETV553,19.37
PCARA230,3.67
USIMW640,2.89
BOVAJ163,8.57
ELETV558,19.86
PCARA235,3.63
USIMW660,3.08
BOVAJ164,7.81
ELETV562,16.54
PCARA240,3.58
USIMW680,3.27
BOVAJ164W2,6.98
ELETV565,13.12
PCARA245,3.54
USIMW700,3.45
BOVAJ164W4,8.57
ELETV568,20.85
PCARA250,3.49
USIMW720,3.64
BOVAJ164W5,9.27
ELETV572,17.53
PCARA255,3.45
USIMW740,3.83
BOVAJ165,7.08
ELETV578,21.84
PCARA260,3.40
USIMW760,4.03
BOVAJ166,6.39
ELETV582,18.51
PCARA265,3.36
USIMW780,4.22
BOVAJ166W2,5.51
ELETV588,20.98
PCARA270,3.31
USIMX349,0.68
BOVAJ166W4,7.18
ELETV592,19.50
PCARA28,3.27
USIMX354,0.71
BOVAJ166W5,7.90
ELETV593,23.33
PCARA280,3.22
USIMX364,0.77
BOVAJ167,5.74
ELETV6,12.01
PCARA285,3.18
USIMX374,0.83
BOVAJ168,5.13
ELETV602,20.49
PCARA290,3.13
USIMX384,0.89
BOVAJ168W2,4.22
ELETV612,21.48
PCARA295,3.09
USIMX394,0.96
BOVAJ168W4,5.93
ELETV622,22.47
PCARA300,3.05
USIMX399,0.99
BOVAJ168W5,6.66
ELETV623,24.45
PCARA305,3.00
USIMX404,1.02
BOVAJ169,4.56
ELETV653,29.28
PCARA310,2.96
USIMX409,1.06
BOVAJ18,51.23
ELETV7,13.95
PCARA315,2.91
USIMX414,1.09
BOVAJ19,49.25
ELETV728,36.71
PCARA320,2.87
USIMX424,1.16
BOVAJ20,47.27
ELETV738,37.70
PCARA325,2.83
USIMX434,1.23
BOVAJ21,41.32
ELETV773,39.32
PCARA330,2.78
USIMX444,1.30
BOVAJ22,46.28
ELETW1,8.35
PCARA335,2.74
USIMX454,1.37
BOVAJ23,44.30
ELETW2,8.74
PCARA340,2.70
USIMX464,1.45
BOVAJ24,42.31
ELETW3,9.53
PCARA345,2.65
USIMX474,1.52
BOVAJ25,34.39
ELETW373,3.23
PCARA350,2.61
USIMX484,1.60
BOVAJ26,28.44
ELETW376,3.35
PCARA355,2.57
USIMX494,1.68
BOVAJ27,26.46
ELETW378,3.48
PCARA360,2.53
USIMX509,1.80
BOVAJ28,24.48
ELETW380,4.61
PCARA365,2.48
USIMX519,1.88
BOVAJ29,22.50
ELETW381,3.61
PCARA370,2.44
USIMX529,1.96
BOVAJ30,20.52
ELETW383,3.75
PCARA375,2.40
USIMX539,2.04
BOVAJ31,27.45
ELETW386,3.88
PCARB50,1.60
USIMX549,2.13
BOVAJ32,23.49
ELETW388,4.02
PCARB60,1.09
USIMX559,2.21
BOVAJ33,37.36
ELETW391,4.16
PCARC230,3.75
USIMX569,2.30
BOVAJ34,21.51
ELETW392,3.35
PCARD50,1.77
USIMX579,2.38
BOVAJ41,29.43
ELETW393,4.31
PCARD60,1.29
USIMX589,2.47
BOVAJ8,43.30
ELETW395,5.55
PCARD700,0.94
USIMX599,2.55
BOVAK10,45.07
ELETW396,4.45
PCARE30,3.23
USIMX609,2.64
BOVAK118,53.86
ELETW398,3.61
PCARF300,3.28
USIMX619,2.73
BOVAK119,52.89
ELETW399,5.89
PCARG40,2.58
USIMX629,2.81
BOVAK12,51.91
ELETW4,10.35
PCARG50,2.01
USIMX639,2.90
BOVAK120W1,51.28
ELETW40,3.87
PCARG550,1.78
USIMX649,2.99
BOVAK121W1,50.30
ELETW400,3.74
PCARG600,1.57
USIMX669,3.17
BOVAK122W1,49.31
ELETW401,4.76
PCARH30,3.37
USIMX679,3.26
BOVAK123,48.98
ELETW403,4.91
PCARI300,3.40
USIMX699,3.44
BOVAK123W1,48.33
ELETW406,5.07
PCARI340W4,2.46
USIMX719,3.63
BOVAK124,48.00
ELETW407,4.15
PCARI350W4,2.36
USIMX739,3.81
BOVAK124W1,47.35
ELETW408,5.23
PCARI360W4,2.26
USIMX759,4.00
BOVAK125W1,46.37
ELETW410,6.58
PCARI370W4,2.16
USIMX779,4.18
BOVAK126W1,45.38
ELETW411,5.39
PCARI380W4,2.06
USIMX799,4.37
BOVAK127W1,44.40
ELETW413,4.43
PCARI390W4,1.96
USIMX819,4.56
BOVAK128W1,43.42
ELETW415,6.94
PCARI400W4,1.86
USIMX839,4.74
BOVAK129W1,42.44
ELETW416,5.72
PCARI410W4,1.76
USIMX859,4.93
BOVAK13,41.16
ELETW418,4.72
PCARI420W4,1.66
USIMX869,5.03
BOVAK130W1,41.46
ELETW42,4.88
PCARI430W4,1.56
USIMX879,5.12
BOVAK130W2,41.84
ELETW420,7.31
PCARI440W4,1.46
VALEA416,33.79
BOVAK130W4,42.52
ELETW421,6.06
PCARI450W4,1.36
VALEA417,32.13
BOVAK131W1,40.47
ELETW422,6.23
PCARI460W4,1.26
VALEA421,33.32
BOVAK131W2,40.86
ELETW423,5.03
PCARJ218,3.70
VALEA422,31.66
BOVAK131W4,41.55
ELETW424,7.68
PCARJ223,3.65
VALEA426,32.84
BOVAK132,40.19
ELETW425,5.19
PCARJ228,3.60
VALEA427,31.19
BOVAK132W1,39.49
ELETW426,6.40
