1000;BBASJ235W2
-700;BBASK201
-2000;BBASK214
-200;BBASK234
500;BBASV246
500;BBASV249
-500;BBASV251
-500;BBASW256
-200;BBASW221
-1000;BBASW231
-200;BBASW234
