ativo,margem
SUZBX545W2,"15,07"
BBSEV300W5,"3,58"
ECORX929,"3,43"
MOTVK129,"4,78"
SUZBX547,"15,25"
BBSEV302,"2,00"
EGIEA350,"16,37"
MOTVK133,"4,55"
SUZBX550W1,"15,66"
BBSEV305W2,"4,29"
EGIEA397,"12,03"
MOTVK134,"4,31"
SUZBX550W2,"15,55"
BBSEV305W4,"4,13"
EGIEA413,"11,59"
MOTVK138,"4,08"
SUZBX552,"15,72"
BBSEV305W5,"4,06"
EGIEA417,"10,89"
MOTVK139,"3,85"
SUZBX555W1,"16,14"
BBSEV307,"2,48"
EGIEB35,"17,32"
MOTVK143,"3,62"
SUZBX555W2,"16,03"
BBSEV310W2,"4,79"
EGIEC350,"18,09"
MOTVK148,"3,17"
SUZBX557,"16,19"
BBSEV310W4,"4,63"
EGIED380,"17,79"
MOTVK149,"2,95"
SUZBX56,"19,05"
BBSEV310W5,"4,55"
EGIED440,"14,50"
MOTVK153,"2,74"
SUZBX560W1,"16,62"
BBSEV312,"2,98"
EGIED470,"13,08"
MOTVK158,"2,33"
SUZBX560W2,"16,50"
BBSEV315,"5,22"
EGIED480,"12,63"
MOTVK159,"2,14"
SUZBX562,"16,66"
BBSEV315W2,"5,29"
EGIED500,"11,79"
MOTVK163,"1,96"
SUZBX567,"17,14"
BBSEV315W4,"5,12"
EGIEE35,"19,40"
MOTVK168,"1,62"
SUZBX572,"17,61"
BBSEV315W5,"5,04"
EGIEE40,"16,57"
MOTVK173,"1,31"
SUZBX577,"18,09"
BBSEV317,"3,47"
EGIEF35,"20,18"
MOTVK804,"9,73"
SUZBX582,"18,57"
BBSEV320W2,"5,79"
EGIEF40,"17,47"
MOTVK824,"9,53"
SUZBX592,"19,53"
BBSEV320W4,"5,62"
EGIEG35,"20,79"
MOTVK844,"9,33"
SUZBX597,"20,01"
BBSEV320W5,"5,54"
EGIEG40,"18,17"
MOTVK864,"9,14"
SUZBX602,"20,49"
BBSEV322,"3,97"
EGIEH350,"21,51"
MOTVK884,"8,94"
SUZBX607,"20,97"
BBSEV325W2,"6,29"
EGIEH400,"18,99"
MOTVK904,"8,74"
SUZBX612,"21,45"
BBSEV325W4,"6,12"
EGIEI35,"22,03"
MOTVK924,"8,55"
SUZBX617,"21,93"
BBSEV325W5,"6,03"
EGIEI400,"19,57"
MOTVK944,"8,35"
SUZBX622,"22,41"
BBSEV327,"4,47"
EGIEJ350,"13,84"
MOTVK964,"8,15"
SUZBX627,"22,89"
BBSEV330,"6,71"
EGIEJ385,"9,41"
MOTVK974,"8,05"
SUZBX632,"23,38"
BBSEV330W2,"6,79"
EGIEJ385W2,"8,49"
MOTVK984,"7,96"
SUZBX637,"23,86"
BBSEV330W4,"6,61"
EGIEJ385W4,"9,02"
MOTVL101,"7,58"
SUZBX642,"24,35"
BBSEV330W5,"6,53"
EGIEJ385W5,"9,40"
MOTVL104,"7,34"
SUZBX647,"24,83"
BBSEV332,"4,97"
EGIEJ390W2,"7,99"
MOTVL109,"6,86"
SUZBX652,"25,31"
BBSEV335W2,"7,29"
EGIEJ390W4,"8,58"
MOTVL110,"7,10"
SUZBX657,"25,80"
BBSEV335W4,"7,11"
EGIEJ390W5,"8,99"
MOTVL111,"6,62"
SUZBX667,"26,77"
BBSEV335W5,"7,02"
EGIEJ391,"8,93"
MOTVL114,"6,38"
SUZBX672,"27,25"
BBSEV337,"5,47"
EGIEJ395,"8,45"
MOTVL116,"6,14"
SUZBX677,"27,74"
BBSEV340W2,"7,79"
EGIEJ395W2,"7,49"
MOTVL119,"5,91"
SUZBX68,"26,28"
BBSEV340W4,"7,61"
EGIEJ395W4,"8,16"
MOTVL121,"5,67"
SUZBX682,"28,22"
BBSEV340W5,"7,52"
EGIEJ395W5,"8,59"
MOTVL124,"5,44"
SUZBX687,"28,71"
BBSEV342,"5,97"
EGIEJ400W2,"6,99"
MOTVL126,"5,21"
SUZBX692,"29,19"
BBSEV345W2,"8,29"
EGIEJ400W4,"7,74"
MOTVL129,"4,98"
SUZBX697,"29,68"
BBSEV345W4,"8,11"
EGIEJ400W5,"8,20"
MOTVL131,"4,75"
SUZBX702,"30,17"
BBSEV345W5,"8,01"
EGIEJ401,"7,98"
MOTVL134,"4,53"
SUZBX707,"30,65"
BBSEV347,"6,46"
EGIEJ405W2,"6,49"
MOTVL136,"4,30"
SUZBX712,"31,14"
BBSEV350W5,"8,51"
EGIEJ405W4,"7,33"
MOTVL139,"4,09"
SUZBX717,"31,62"
BBSEV352,"6,96"
EGIEJ405W5,"7,82"
MOTVL141,"3,87"
SUZBX722,"32,11"
BBSEV355W5,"9,01"
EGIEJ406,"7,52"
MOTVL144,"3,66"
SUZBX727,"32,60"
BBSEV360W5,"9,50"
EGIEJ41,"6,17"
MOTVL146,"3,45"
SUZBX732,"33,08"
BBSEV362,"7,96"
EGIEJ410,"7,06"
MOTVL149,"3,24"
SUZBX737,"33,57"
BBSEV365,"10,20"
EGIEJ410W2,"5,99"
MOTVL151,"3,05"
SUZBX742,"34,06"
BBSEV365W5,"10,00"
EGIEJ410W4,"6,93"
MOTVL154,"2,85"
SUZBX747,"34,54"
BBSEV367,"8,46"
EGIEJ410W5,"7,45"
MOTVL156,"2,67"
SUZBX752,"35,03"
BBSEV369,"8,71"
EGIEJ415W2,"5,49"
MOTVL159,"2,49"
SUZBX757,"35,52"
BBSEV370W5,"10,49"
EGIEJ415W4,"6,54"
MOTVL161,"2,32"
SUZBX762,"36,00"
BBSEV372,"8,96"
EGIEJ415W5,"7,09"
MOTVL164,"2,16"
SUZBX767,"36,49"
BBSEV375W5,"10,99"
EGIEJ416,"6,61"
MOTVL166,"2,00"
SUZBX777,"37,46"
BBSEV377,"9,46"
EGIEJ420,"5,33"
MOTVL169,"1,85"
SUZBX782,"37,95"
BBSEV380,"7,46"
EGIEJ420W2,"4,99"
MOTVL171,"1,71"
SUZBX787,"38,43"
BBSEV382,"9,95"
EGIEJ420W4,"6,16"
MOTVL174,"1,57"
SUZBX797,"39,41"
BBSEV387,"10,45"
EGIEJ420W5,"6,74"
MOTVL821,"9,47"
SUZBX807,"40,38"
BBSEV392,"10,95"
EGIEJ425W2,"4,49"
MOTVL841,"9,28"
SUZBX817,"41,35"
BBSEV394,"11,20"
EGIEJ425W4,"5,80"
MOTVL861,"9,08"
SUZBX822,"41,84"
BBSEV397,"11,45"
EGIEJ425W5,"6,40"
MOTVL881,"8,89"
SUZBX827,"42,33"
BBSEV400,"13,69"
EGIEJ426,"5,75"
MOTVL891,"8,79"
SUZBX837,"43,30"
BBSEV402,"11,95"
EGIEJ430W2,"3,99"
MOTVL901,"8,69"
SUZBX847,"44,27"
BBSEV405,"14,19"
EGIEJ430W4,"5,45"
MOTVL911,"8,60"
SUZBX852,"44,76"
BBSEV407,"12,45"
EGIEJ430W5,"6,07"
MOTVL921,"8,50"
SUZBX882,"47,68"
BBSEV412,"12,95"
EGIEJ433,"5,13"
MOTVL931,"8,40"
SUZBX932,"52,55"
BBSEV415,"15,19"
EGIEJ436,"4,93"
MOTVL941,"8,30"
TAEEA316,"19,51"
BBSEV417,"13,44"
EGIEJ441,"4,54"
MOTVL951,"8,21"
TAEEA318,"19,37"
BBSEV422,"13,94"
EGIEJ446,"4,17"
MOTVL961,"8,11"
TAEEA321,"19,23"
BBSEV475,"21,17"
EGIEJ451,"3,82"
MOTVL971,"8,01"
TAEEA323,"19,09"
BBSEW280W1,"1,85"
EGIEJ456,"3,48"
MOTVL981,"7,92"
TAEEA328,"18,82"
BBSEW280W2,"1,88"
EGIEJ461,"3,16"
MOTVL991,"7,82"
TAEEA330,"19,93"
BBSEW280W4,"1,94"
EGIEJ466,"2,86"
MOTVM125,"1,43"
TAEEA331,"18,69"
BBSEW282,"0,91"
EGIEJ471,"2,58"
MOTVN110,"0,95"
TAEEA333,"18,56"
BBSEW285W1,"2,23"
EGIEJ476,"2,32"
MOTVN120,"1,61"
TAEEA334,"18,96"
BBSEW285W2,"2,25"
EGIEK353,"13,62"
MOTVN133,"2,44"
TAEEA336,"18,43"
BBSEW285W4,"2,29"
EGIEK358,"13,20"
MOTVN175,"6,11"
TAEEA343,"18,04"
BBSEW287,"1,16"
EGIEK360W2,"12,14"
MOTVO11,"1,02"
TAEEA353,"17,53"
BBSEW290,"2,67"
EGIEK363,"12,79"
MOTVP110,"1,08"
TAEEA363,"17,04"
BBSEW290W1,"2,65"
EGIEK365W2,"11,73"
MOTVQ110,"1,12"
TAEEA384,"16,45"
BBSEW290W2,"2,65"
EGIEK368,"12,38"
MOTVR110,"1,18"
TAEEB320,"21,98"
BBSEW290W4,"2,66"
EGIEK370W2,"11,32"
MOTVS11,"1,21"
TAEEB331,"20,33"
BBSEW292,"1,44"
EGIEK373,"11,98"
MOTVT11,"1,25"
TAEEC320,"23,12"
BBSEW295,"3,08"
EGIEK375W2,"10,93"
MOTVT121,"1,96"
TAEEC366,"20,07"
BBSEW295W1,"3,09"
EGIEK378,"11,59"
MOTVT124,"2,09"
TAEED301,"23,99"
BBSEW295W2,"3,07"
EGIEK380W2,"10,54"
MOTVT126,"2,23"
TAEED320,"24,10"
BBSEW295W4,"3,06"
EGIEK383,"11,20"
MOTVT129,"2,37"
TAEED326,"22,87"
BBSEW297,"1,75"
EGIEK385W1,"9,79"
MOTVT131,"2,51"
TAEED328,"22,76"
BBSEW299,"1,92"
EGIEK385W2,"10,16"
MOTVT134,"2,66"
TAEED331,"22,66"
BBSEW300,"3,51"
EGIEK388,"10,82"
MOTVT136,"2,81"
TAEED336,"22,45"
BBSEW300W1,"3,55"
EGIEK390,"11,39"
MOTVT139,"2,96"
TAEED338,"22,34"
BBSEW300W2,"3,52"
EGIEK390W1,"9,40"
MOTVT141,"3,12"
TAEED341,"22,24"
BBSEW300W4,"3,48"
EGIEK390W2,"9,78"
MOTVT144,"3,28"
TAEED346,"22,03"
BBSEW302,"2,10"
EGIEK393,"10,45"
MOTVT146,"3,45"
TAEED348,"21,93"
BBSEW305W1,"4,02"
EGIEK395W1,"9,02"
MOTVU11,"1,28"
TAEED351,"21,83"
BBSEW305W2,"3,97"
EGIEK395W2,"9,42"
MOTVU121,"1,97"
TAEED356,"21,63"
BBSEW305W4,"3,91"
EGIEK398,"10,09"
MOTVU124,"2,10"
TAEED358,"21,53"
BBSEW307,"2,47"
EGIEK400W1,"8,65"
MOTVU126,"2,24"
TAEED361,"21,43"
BBSEW310,"4,41"
EGIEK400W2,"9,06"
MOTVU129,"2,37"
TAEEE32,"24,97"
BBSEW310W1,"4,50"
EGIEK403,"9,73"
MOTVU131,"2,51"
TAEEF320,"26,03"
BBSEW310W2,"4,44"
EGIEK405W1,"8,28"
MOTVU134,"2,66"
TAEEG320,"26,84"
BBSEW310W4,"4,36"
EGIEK405W2,"8,71"
MOTVU136,"2,81"
TAEEH320,"27,78"
BBSEW312,"2,87"
EGIEK406,"9,56"
MOTVU139,"2,96"
TAEEH352,"26,63"
BBSEW315,"4,88"
EGIEK408,"9,38"
MOTVU141,"3,11"
TAEEI320,"28,44"
BBSEW315W1,"4,98"
EGIEK410W1,"7,93"
MOTVU144,"3,27"
TAEEJ271,"18,95"
BBSEW315W2,"4,92"
EGIEK410W2,"8,37"
MOTVU146,"3,43"
TAEEJ276,"18,45"
BBSEW315W4,"4,82"
EGIEK413,"9,04"
MOTVV110,"0,29"
TAEEJ281,"17,96"
BBSEW317,"3,29"
EGIEK415W1,"7,58"
MOTVV113,"0,68"
TAEEJ286,"17,46"
BBSEW320W1,"5,46"
EGIEK415W2,"8,04"
MOTVV118,"1,16"
TAEEJ291,"16,97"
BBSEW320W2,"5,39"
EGIEK416,"8,88"
MOTVV123,"1,65"
TAEEJ296,"16,48"
BBSEW320W4,"5,28"
EGIEK418,"8,71"
MOTVV128,"2,15"
TAEEJ301,"15,99"
BBSEW322,"3,73"
EGIEK420W1,"7,25"
MOTVV133,"2,65"
TAEEJ306,"15,50"
BBSEW324,"3,95"
EGIEK420W2,"7,72"
MOTVV138,"3,14"
TAEEJ311,"15,01"
BBSEW325W1,"5,95"
EGIEK423,"8,39"
MOTVV139,"3,39"
TAEEJ321,"14,05"
BBSEW325W2,"5,88"
EGIEK425W1,"6,92"
MOTVV143,"3,64"
TAEEJ326,"13,57"
BBSEW325W4,"5,75"
EGIEK425W2,"7,40"
MOTVV148,"4,14"
TAEEJ330,"14,53"
BBSEW327,"4,18"
EGIEK426,"8,23"
MOTVV153,"4,64"
TAEEJ331,"13,09"
BBSEW330W1,"6,44"
EGIEK428,"8,07"
MOTVV158,"5,14"
TAEEJ336,"12,62"
BBSEW330W2,"6,36"
EGIEK430W1,"6,61"
MOTVV163,"5,64"
TAEEJ341,"12,16"
BBSEW330W4,"6,23"
EGIEK430W2,"7,10"
MOTVV168,"6,14"
TAEEJ346,"11,70"
BBSEW332,"4,64"
EGIEK433,"7,77"
MOTVV173,"6,64"
TAEEJ351,"11,24"
BBSEW335,"6,79"
EGIEK435W2,"6,80"
MOTVV178,"7,13"
TAEEJ356,"10,80"
BBSEW335W1,"6,93"
EGIEK436,"7,62"
MOTVV183,"7,63"
TAEEJ361,"10,35"
BBSEW335W2,"6,85"
EGIEK438,"7,47"
MOTVV188,"8,13"
TAEEJ366,"9,92"
BBSEW335W4,"6,71"
EGIEK440W2,"6,51"
MOTVV193,"8,63"
TAEEJ371,"9,49"
BBSEW337,"5,11"
EGIEK443,"7,18"
MOTVV198,"9,13"
TAEEJ376,"9,07"
BBSEW339,"5,35"
EGIEK445W2,"6,23"
MOTVV203,"9,63"
TAEEJ381,"8,66"
BBSEW340,"7,28"
EGIEK448,"6,90"
MOTVV208,"10,13"
TAEEJ386,"8,26"
BBSEW340W1,"7,43"
EGIEK450W2,"5,96"
MOTVW110,"0,60"
TAEEJ391,"7,87"
BBSEW340W2,"7,34"
EGIEK455W2,"5,70"
MOTVW113,"0,86"
TAEEJ396,"7,48"
BBSEW340W4,"7,19"
EGIEL333,"15,51"
MOTVW118,"1,18"
TAEEJ401,"7,11"
BBSEW342,"5,59"
EGIEL338,"15,12"
MOTVW123,"1,57"
TAEEJ406,"6,75"
BBSEW344,"5,83"
EGIEL343,"14,73"
MOTVW128,"2,03"
TAEEJ411,"6,40"
BBSEW345W1,"7,92"
EGIEL353,"13,98"
MOTVW129,"2,27"
TAEEJ416,"6,07"
BBSEW345W2,"7,83"
EGIEL363,"13,25"
MOTVW133,"2,50"
TAEEK261,"21,07"
BBSEW345W4,"7,68"
EGIEL368,"12,89"
MOTVW134,"2,74"
TAEEK266,"20,66"
BBSEW347,"6,07"
EGIEL376,"13,61"
MOTVW138,"2,98"
TAEEK271,"20,25"
BBSEW349,"6,31"
EGIEL380,"14,35"
MOTVW139,"3,23"
TAEEK276,"19,85"
BBSEW350,"8,26"
EGIEL382,"12,54"
MOTVW143,"3,47"
TAEEK281,"19,45"
BBSEW350W1,"8,42"
EGIEL383,"13,07"
MOTVW148,"3,96"
TAEEK286,"19,05"
BBSEW350W2,"8,32"
EGIEL388,"11,53"
MOTVW149,"4,20"
TAEEK291,"18,67"
BBSEW350W4,"8,16"
EGIEL396,"12,20"
MOTVW153,"4,45"
TAEEK296,"18,29"
BBSEW352,"6,55"
EGIEL398,"10,89"
MOTVW158,"4,94"
TAEEK301,"17,91"
BBSEW355,"8,75"
EGIEL402,"11,21"
MOTVW159,"5,18"
TAEEK306,"17,54"
BBSEW355W1,"8,91"
EGIEL403,"10,58"
MOTVW163,"5,43"
TAEEK311,"17,17"
BBSEW355W2,"8,82"
EGIEL413,"9,98"
MOTVW168,"5,92"
TAEEK32,"15,60"
BBSEW355W4,"8,65"
EGIEL414,"10,43"
MOTVW173,"6,41"
TAEEK321,"16,46"
BBSEW360W1,"9,41"
EGIEL418,"9,69"
MOTVW178,"6,90"
TAEEK326,"16,11"
BBSEW360W2,"9,31"
EGIEL419,"10,13"
MOTVW183,"7,40"
TAEEK33,"15,26"
BBSEW360W4,"9,14"
EGIEL420,"9,54"
MOTVW188,"7,89"
TAEEK330,"16,81"
BBSEW362,"7,53"
EGIEL423,"9,40"
MOTVW193,"8,38"
TAEEK331,"15,77"
BBSEW364,"7,77"
EGIEL425,"9,26"
MOTVX109,"0,87"
TAEEK335,"14,93"
BBSEW365W1,"9,90"
EGIEL428,"9,13"
MOTVX110,"0,75"
TAEEK336,"15,43"
BBSEW365W2,"9,80"
EGIEL430,"8,99"
MOTVX111,"1,01"
TAEEK34,"14,61"
BBSEW365W4,"9,63"
EGIEL433,"8,86"
MOTVX114,"1,15"
TAEEK341,"15,10"
BBSEW367,"8,02"
EGIEL435,"8,72"
MOTVX116,"1,30"
TAEEK346,"14,77"
BBSEW370W1,"10,39"
EGIEL440,"10,27"
MOTVX119,"1,46"
TAEEK351,"14,45"
BBSEW370W2,"10,30"
EGIEL470,"8,59"
MOTVX121,"1,63"
TAEEK356,"14,13"
BBSEW370W4,"10,12"
EGIEL480,"8,08"
MOTVX124,"1,81"
TAEEK361,"13,82"
BBSEW372,"8,51"
EGIEL500,"7,14"
MOTVX126,"2,00"
TAEEK366,"13,52"
BBSEW375W1,"10,89"
EGIEM350,"4,97"
MOTVX129,"2,19"
TAEEK371,"13,22"
BBSEW375W2,"10,79"
EGIEM397,"9,08"
MOTVX131,"2,42"
TAEEK376,"12,93"
BBSEW377,"9,00"
EGIEM413,"9,62"
MOTVX134,"2,65"
TAEEK381,"12,64"
BBSEW38,"11,21"
EGIEM417,"10,53"
MOTVX136,"2,88"
TAEEK386,"12,36"
BBSEW380,"7,04"
EGIEN35,"5,57"
MOTVX139,"3,11"
TAEEK391,"12,08"
BBSEW380W2,"11,28"
EGIEO350,"6,01"
MOTVX141,"3,35"
TAEEK396,"11,81"
BBSEW382,"9,49"
EGIEP380,"7,27"
MOTVX144,"3,58"
TAEEK401,"11,54"
BBSEW385,"11,70"
EGIEP440,"11,03"
MOTVX146,"3,82"
TAEEK406,"11,28"
BBSEW387,"9,98"
EGIEP470,"13,11"
MOTVX149,"4,06"
TAEEL261,"21,73"
BBSEW390,"12,19"
EGIEP480,"13,83"
MOTVX151,"4,30"
TAEEL266,"21,37"
BBSEW392,"10,47"
EGIEP500,"15,30"
MOTVX154,"4,54"
TAEEL271,"21,02"
BBSEW394,"10,72"
EGIEQ35,"6,67"
MOTVX156,"4,78"
TAEEL276,"20,68"
BBSEW397,"10,96"
EGIEQ40,"9,62"
MOTVX159,"5,02"
TAEEL281,"20,33"
BBSEW40,"13,42"
EGIER35,"7,04"
MOTVX161,"5,26"
TAEEL286,"20,00"
BBSEW402,"11,46"
EGIER40,"9,95"
MOTVX164,"5,50"
TAEEL291,"19,67"
BBSEW407,"11,95"
EGIES35,"7,31"
MOTVX166,"5,75"
TAEEL296,"19,34"
BBSEW412,"12,44"
EGIES40,"10,21"
MOTVX169,"5,99"
TAEEL301,"19,02"
BBSEW417,"12,93"
EGIET350,"7,61"
MOTVX171,"6,23"
TAEEL306,"18,70"
BBSEX265,"1,21"
EGIET400,"10,49"
MOTVX174,"6,47"
TAEEL311,"18,39"
BBSEX270,"1,45"
EGIEU35,"7,83"
MOTVX176,"6,72"
TAEEL316,"18,08"
BBSEX275,"1,72"
EGIEU400,"10,70"
MOTVX179,"6,96"
TAEEL321,"17,78"
BBSEX285,"2,34"
EGIEV350,"1,76"
MOTVX181,"7,20"
TAEEL33,"18,24"
BBSEX290,"2,68"
EGIEV385,"5,20"
MOTVX184,"7,45"
TAEEL334,"17,48"
BBSEX295,"3,05"
EGIEV385W2,"5,85"
MOTVX186,"7,69"
TAEEL336,"16,90"
BBSEX299,"2,01"
EGIEV385W4,"6,12"
MOTVX189,"7,93"
TAEEL339,"17,19"
BBSEX30,"4,05"
EGIEV385W5,"6,38"
MOTVX191,"8,17"
TAEEL340,"17,93"
BBSEX300,"3,44"
EGIEV390W2,"6,35"
MOTVX196,"8,66"
TAEEL341,"16,62"
BBSEX305,"3,84"
EGIEV390W4,"6,55"
MOTVX201,"9,15"
TAEEL345,"17,63"
BBSEX307,"2,51"
EGIEV390W5,"6,79"
MOTVX206,"9,63"
TAEEL346,"16,34"
BBSEX310,"4,26"
EGIEV391,"5,65"
MOTVX211,"10,12"
TAEEL350,"17,33"
BBSEX312,"4,47"
EGIEV395,"6,12"
MOTVX216,"10,61"
TAEEL351,"16,06"
BBSEX315,"4,69"
EGIEV395W2,"6,85"
MOTVX221,"11,09"
TAEEL355,"17,04"
BBSEX320,"5,13"
EGIEV395W4,"6,99"
MRVEA620,"2,66"
TAEEL356,"15,79"
BBSEX325,"5,59"
EGIEV395W5,"7,20"
MRVEA680,"2,25"
TAEEL360,"16,76"
BBSEX327,"5,82"
EGIEV400W2,"7,35"
MRVEA780,"1,65"
TAEEL361,"15,53"
BBSEX349,"6,05"
EGIEV400W4,"7,44"
MRVEB50,"3,73"
TAEEL365,"16,48"
BBSEX350,"7,93"
EGIEV400W5,"7,63"
MRVEC50,"3,83"
TAEEL366,"15,27"
BBSEX352,"6,28"
EGIEV401,"6,59"
MRVEE500,"4,01"
TAEEL371,"15,01"
BBSEX354,"6,51"
EGIEV405W2,"7,85"
MRVEE520,"3,86"
TAEEL375,"15,93"
BBSEX359,"6,98"
EGIEV405W4,"7,89"
MRVEE540,"3,72"
TAEEL376,"14,76"
BBSEX360,"8,89"
EGIEV405W5,"8,06"
MRVEE550,"3,65"
TAEEL380,"15,66"
BBSEX362,"7,22"
EGIEV406,"7,07"
MRVEE560,"3,59"
TAEEL381,"14,51"
BBSEX364,"7,46"
EGIEV41,"8,52"
MRVEE570,"3,52"
TAEEL382,"16,20"
BBSEX367,"7,69"
EGIEV410,"7,55"
MRVEE77,"2,40"
TAEEL386,"14,26"
BBSEX370,"9,85"
EGIEV410W2,"8,35"
MRVEF90,"2,03"
TAEEL391,"14,02"
BBSEX374,"8,41"
EGIEV410W4,"8,35"
MRVEG900,"2,17"
TAEEL396,"13,79"
BBSEX375,"10,33"
EGIEV410W5,"8,50"
MRVEH500,"4,29"
TAEEL401,"13,55"
BBSEX377,"8,65"
EGIEV415W2,"8,85"
MRVEI10,"2,06"
TAEEL406,"13,32"
BBSEX38,"6,75"
EGIEV415W4,"8,82"
MRVEI100,"2,13"
TAEEL411,"13,10"
BBSEX384,"9,37"
EGIEV415W5,"8,94"
MRVEI104,"1,99"
TAEEM316,"9,93"
BBSEX385,"11,30"
EGIEV416,"8,03"
MRVEI350,"5,40"
TAEEM318,"10,10"
BBSEX390,"11,78"
EGIEV420,"9,50"
MRVEI375,"5,22"
TAEEM321,"10,27"
BBSEX395,"12,27"
EGIEV420W2,"9,35"
MRVEI400,"5,04"
TAEEM323,"10,45"
BBSEX399,"10,81"
EGIEV420W4,"9,29"
MRVEI425,"4,87"
TAEEM328,"10,79"
BBSEX400,"12,75"
EGIEV420W5,"9,39"
MRVEI450,"4,70"
TAEEM330,"9,43"
BBSEX402,"11,06"
EGIEV425W2,"9,85"
MRVEI475,"4,53"
TAEEM331,"10,96"
BBSEX405,"13,24"
EGIEV425W4,"9,76"
MRVEI50,"4,36"
TAEEM333,"11,14"
BBSEX41,"14,21"
EGIEV425W5,"9,85"
MRVEI52,"4,24"
TAEEM334,"10,62"
BBSEX410,"13,73"
EGIEV426,"9,01"
MRVEI530,"4,17"
TAEEM336,"11,31"
BBSEX415,"10,09"
EGIEV430W2,"10,35"
MRVEI55,"4,05"
TAEEM343,"11,85"
BBSEX420,"14,70"
EGIEV430W4,"10,24"
MRVEI57,"3,93"
TAEEM353,"12,57"
BBSEX425,"15,19"
EGIEV430W5,"10,31"
MRVEI58,"3,87"
TAEEM363,"13,30"
BBSEX427,"13,48"
EGIEV433,"9,75"
MRVEI60,"3,76"
TAEEM384,"14,23"
BBSEX430,"15,67"
EGIEV436,"9,99"
MRVEI62,"3,65"
TAEEN320,"9,74"
BBSEX435,"16,16"
EGIEV441,"10,49"
MRVEI63,"3,60"
TAEEN331,"11,92"
BBSEX440,"16,65"
EGIEV446,"10,98"
MRVEI65,"3,50"
TAEEO320,"10,43"
BEEFA331,"5,03"
EGIEV451,"11,48"
MRVEI67,"3,40"
TAEEO366,"15,10"
BEEFA336,"4,98"
EGIEV456,"11,98"
MRVEI68,"3,35"
TAEEP301,"11,17"
BEEFA341,"4,93"
EGIEV461,"12,47"
MRVEI70,"3,26"
TAEEP320,"11,01"
BEEFA346,"4,88"
EGIEV466,"12,97"
MRVEI72,"3,17"
TAEEP326,"12,86"
BEEFA501,"3,45"
EGIEV471,"13,47"
MRVEI73,"3,13"
TAEEP328,"13,03"
BEEFA591,"2,65"
EGIEV476,"13,97"
MRVEI75,"3,04"
TAEEP331,"13,20"
BEEFA611,"2,47"
EGIEV481,"14,47"
MRVEI77,"2,96"
TAEEP336,"13,55"
BEEFA621,"2,39"
EGIEV486,"14,96"
MRVEI78,"2,91"
TAEEP338,"13,72"
BEEFA631,"2,30"
EGIEV491,"15,46"
MRVEI80,"2,83"
TAEEP341,"13,89"
BEEFA651,"2,14"
EGIEV496,"15,96"
MRVEI82,"2,75"
TAEEP346,"14,24"
BEEFA661,"2,05"
EGIEV501,"16,46"
MRVEI830,"2,71"
TAEEP348,"14,42"
BEEFA671,"1,97"
EGIEV511,"17,46"
MRVEI850,"2,64"
TAEEP351,"14,60"
BEEFA681,"1,89"
EGIEV521,"18,45"
MRVEI870,"2,56"
TAEEP356,"14,95"
BEEFA691,"1,81"
EGIEV531,"19,45"
MRVEI880,"2,53"
TAEEP358,"15,13"
BEEFA701,"1,74"
EGIEV541,"20,45"
MRVEI900,"2,46"
TAEEP361,"15,31"
BEEFA711,"1,66"
EGIEV551,"21,45"
MRVEI920,"2,39"
TAEEQ32,"11,49"
BEEFA721,"1,59"
EGIEW353,"4,28"
MRVEI930,"2,35"
TAEER320,"12,06"
BEEFA731,"1,52"
EGIEW358,"4,59"
MRVEI950,"2,29"
TAEES320,"12,48"
BEEFA741,"1,45"
EGIEW360W2,"5,04"
MRVEI970,"2,22"
TAEET320,"12,95"
BEEFA751,"1,38"
EGIEW363,"4,91"
MRVEI980,"2,19"
TAEET352,"15,15"
BEEFA761,"1,32"
EGIEW365W2,"5,38"
MRVEJ410,"4,17"
TAEEU320,"13,27"
BEEFA771,"1,26"
EGIEW368,"5,23"
MRVEJ420,"4,07"
TAEEV281,"2,21"
BEEFA781,"1,20"
EGIEW370W2,"5,73"
MRVEJ430,"3,97"
TAEEV286,"2,49"
BEEFA791,"1,14"
EGIEW373,"5,57"
MRVEJ440,"3,87"
TAEEV291,"2,80"
BEEFA801,"1,08"
EGIEW375W2,"6,09"
MRVEJ450,"3,77"
TAEEV296,"3,12"
BEEFA811,"1,03"
EGIEW378,"5,91"
MRVEJ460,"3,67"
TAEEV301,"3,45"
BEEFA821,"0,98"
EGIEW380W2,"6,45"
MRVEJ470,"3,57"
TAEEV306,"3,80"
BEEFB416,"4,29"
EGIEW383,"6,27"
MRVEJ480,"3,47"
TAEEV311,"4,17"
BEEFB551,"3,09"
EGIEW385W1,"6,62"
MRVEJ490,"3,37"
TAEEV321,"4,94"
BEEFB661,"2,18"
EGIEW385W2,"6,83"
MRVEJ50,"3,27"
TAEEV326,"5,34"
BEEFB671,"2,10"
EGIEW388,"6,63"
MRVEJ510,"3,17"
TAEEV330,"4,54"
BEEFB681,"2,03"
EGIEW390,"6,09"
MRVEJ520,"3,07"
TAEEV331,"5,75"
BEEFB691,"1,95"
EGIEW390W1,"7,01"
MRVEJ540,"2,87"
TAEEV336,"6,17"
BEEFB701,"1,88"
EGIEW390W2,"7,21"
MRVEJ560,"2,67"
TAEEV341,"6,60"
BEEFB711,"1,81"
EGIEW393,"7,00"
MRVEJ580,"2,47"
TAEEV346,"7,04"
BEEFB721,"1,74"
EGIEW395W1,"7,41"
MRVEJ600,"2,27"
