ativo,margem
JHSFL519,"3,65"
SBSPX104,"15,85"
BBASR270,"10,07"
CURYG20,"24,55"
JHSFL538,"3,57"
SBSPX105,"16,51"
BBASR284,"11,47"
CURYH20,"24,83"
JHSFL539,"3,49"
SBSPX106,"17,18"
BBASS16,"3,25"
CURYI20,"25,03"
JHSFL549,"3,41"
SBSPX107,"17,86"
BBASS163,"3,12"
CURYJ200,"22,58"
JHSFL559,"3,33"
SBSPX108,"18,56"
BBASS168,"3,39"
CURYJ238,"17,59"
JHSFL569,"3,25"
SBSPX109,"19,26"
BBASS17,"3,53"
CURYJ278,"13,60"
JHSFL579,"3,17"
SBSPX110,"19,98"
BBASS173,"3,67"
CURYJ283,"13,10"
JHSFL589,"3,10"
SBSPX111,"20,71"
BBASS175,"3,81"
CURYJ288,"12,60"
JHSFL599,"3,02"
SBSPX112,"21,44"
BBASS178,"3,95"
CURYJ293,"12,11"
JHSFL609,"2,94"
SBSPX113,"22,19"
BBASS18,"4,10"
CURYJ298,"11,61"
JHSFL619,"2,87"
SBSPX114,"22,94"
BBASS183,"4,25"
CURYJ303,"11,11"
JHSFL629,"2,80"
SBSPX115,"23,71"
BBASS185,"4,40"
CURYJ308,"10,61"
JHSFL639,"2,73"
SBSPX116,"24,48"
BBASS188,"4,55"
CURYJ311,"10,36"
JHSFL649,"2,66"
SBSPX117,"25,26"
BBASS19,"4,70"
CURYJ313,"10,11"
JHSFL669,"2,52"
SBSPX118,"26,04"
BBASS193,"4,86"
CURYJ316,"9,86"
JHSFL689,"2,38"
SBSPX119,"26,84"
BBASS195,"5,01"
CURYJ318,"9,61"
JHSFL709,"2,25"
SBSPX120,"27,64"
BBASS198,"5,17"
CURYJ321,"9,36"
JHSFL729,"2,13"
SBSPX121,"28,44"
BBASS20,"5,33"
CURYJ323,"9,11"
JHSFL749,"2,01"
SBSPX122,"29,26"
BBASS203,"5,50"
CURYJ326,"8,87"
JHSFL769,"1,90"
SBSPX123,"30,08"
BBASS206,"5,66"
CURYJ328,"8,62"
JHSFL789,"1,79"
SBSPX124,"30,91"
BBASS208,"5,82"
CURYJ331,"8,37"
JHSFL809,"1,68"
SBSPX125,"31,75"
BBASS21,"5,99"
CURYJ333,"8,13"
JHSFL829,"1,58"
SBSPX126,"32,59"
BBASS213,"6,16"
CURYJ336,"7,88"
JHSFL849,"1,49"
SBSPX127,"33,44"
BBASS216,"6,33"
CURYJ338,"7,63"
JHSFS504,"1,43"
SBSPX128,"34,29"
BBASS218,"6,50"
CURYJ341,"6,66"
JHSFS604,"2,06"
SBSPX129,"35,15"
BBASS22,"6,67"
CURYJ343,"7,15"
JHSFV442,"0,24"
SBSPX130,"36,01"
BBASS223,"6,85"
CURYJ361,"5,48"
JHSFV447,"0,27"
SBSPX131,"36,88"
BBASS225,"7,02"
CURYK200,"22,83"
JHSFV452,"0,30"
SBSPX132,"37,75"
BBASS228,"7,20"
CURYK241,"17,67"
JHSFV457,"0,33"
SBSPX133,"38,63"
BBASS23,"7,74"
CURYK286,"13,35"
JHSFV462,"0,37"
SBSPX134,"39,51"
BBASS231,"7,38"
CURYK303,"11,74"
JHSFV467,"0,40"
SBSPX135,"40,40"
BBASS233,"7,56"
CURYK306,"11,51"
JHSFV472,"0,44"
SBSPX136,"41,29"
BBASS238,"7,92"
CURYK308,"11,29"
JHSFV477,"0,48"
SBSPX137,"42,19"
BBASS24,"8,10"
CURYK311,"11,06"
JHSFV482,"0,52"
SBSPX138,"43,09"
BBASS243,"8,29"
CURYK313,"10,84"
JHSFV487,"0,56"
SBSPX139,"44,00"
BBASS245,"8,47"
CURYK316,"10,62"
JHSFV492,"0,60"
SBSPX140,"44,91"
BBASS248,"8,66"
CURYK318,"10,40"
JHSFV497,"0,64"
SBSPX141,"45,82"
BBASS25,"8,84"
CURYK321,"10,18"
JHSFV507,"0,73"
SBSPX142,"46,74"
BBASS253,"9,03"
CURYK323,"9,96"
JHSFV517,"0,82"
SBSPX144,"48,58"
BBASS255,"9,22"
CURYK328,"9,53"
JHSFV527,"0,92"
SBSPX145,"49,50"
BBASS258,"9,41"
CURYK333,"9,11"
JHSFV537,"1,01"
SBSPX146,"50,43"
BBASS261,"9,60"
CURYK338,"8,70"
JHSFV547,"1,11"
SBSPX148,"52,29"
BBAST256,"7,79"
CURYK343,"8,29"
JHSFV557,"1,21"
SBSPX150,"54,16"
BBAST260,"8,33"
CURYK348,"7,90"
JHSFV570,"1,31"
SBSPX152,"56,03"
BBAST266,"8,51"
CURYL186,"23,28"
JHSFV577,"1,41"
SBSPX154,"57,91"
BBAST27,"10,75"
CURYL191,"22,80"
JHSFV587,"1,50"
SBSPX156,"59,80"
BBAST276,"9,99"
CURYL200,"23,04"
JHSFV597,"1,60"
SBSPX157,"60,74"
BBAST285,"10,18"
CURYL318,"11,11"
JHSFV607,"1,70"
SBSPX158,"61,69"
BBAST287,"10,37"
CURYL323,"10,71"
JHSFV627,"1,90"
SBSPX160,"63,58"
BBAST290,"10,56"
CURYL328,"10,32"
JHSFV647,"2,10"
SBSPX162,"65,48"
BBASU240,"8,11"
CURYL333,"9,93"
JHSFV667,"2,30"
SBSPX164,"67,39"
BBASU260,"8,46"
CURYL338,"9,56"
JHSFV687,"2,50"
SBSPX165,"68,34"
BBASU272,"10,48"
CURYL343,"9,19"
JHSFV707,"2,70"
SBSPX166,"69,29"
BBASU275,"9,55"
CURYL348,"8,83"
JHSFV727,"2,90"
SBSPX168,"71,20"
BBASU360,"16,18"
CURYL353,"8,48"
JHSFV747,"3,10"
SBSPX175,"77,91"
BBASV160,"0,68"
CURYL358,"8,14"
JHSFV767,"3,30"
SBSPX215,"116,59"
BBASV160W2,"0,16"
CURYL363,"7,81"
JHSFV787,"3,50"
SBSPX220,"121,45"
BBASV160W4,"0,84"
CURYN290,"5,70"
JHSFV807,"3,70"
SBSPX931,"9,48"
BBASV165,"1,00"
CURYN310,"7,16"
JHSFV827,"3,90"
SBSPX936,"9,73"
BBASV165W2,"0,66"
CURYQ320,"8,42"
JHSFW440,"0,49"
SBSPX941,"9,99"
BBASV165W4,"1,14"
CURYQ330,"9,15"
JHSFW450,"0,54"
SBSPX946,"10,25"
BBASV168,"1,18"
CURYQ340,"9,91"
JHSFW460,"0,60"
SBSPX951,"10,51"
BBASV170,"1,37"
CURYR320,"8,50"
JHSFW465,"0,63"
SBSPX956,"10,78"
BBASV170W2,"1,16"
CURYR330,"9,21"
JHSFW470,"0,66"
SBSPX961,"11,05"
BBASV170W4,"1,47"
CURYR340,"9,95"
JHSFW475,"0,69"
SBSPX966,"11,33"
BBASV170W5,"1,72"
CURYV238,"1,54"
JHSFW480,"0,73"
SBSPX971,"11,61"
BBASV172,"0,83"
CURYV278,"5,20"
JHSFW485,"0,76"
SBSPX976,"11,89"
BBASV173,"1,58"
CURYV283,"5,70"
JHSFW490,"0,79"
SBSPX981,"12,17"
BBASV175,"1,79"
CURYV288,"6,19"
JHSFW495,"0,83"
SBSPX986,"12,46"
BBASV175W2,"1,66"
CURYV293,"6,69"
JHSFW500,"0,86"
SBSPX991,"12,75"
BBASV175W4,"1,85"
CURYV298,"7,19"
JHSFW510,"0,94"
SBSPX996,"13,05"
BBASV175W5,"2,07"
CURYV303,"7,69"
JHSFW520,"1,01"
SLCEA149,"6,38"
BBASV178,"2,02"
CURYV308,"8,18"
JHSFW530,"1,09"
SLCEA159,"5,57"
BBASV180,"2,25"
CURYV311,"8,43"
JHSFW540,"1,16"
SLCEA169,"4,80"
BBASV180W2,"2,16"
CURYV313,"8,68"
JHSFW550,"1,24"
SLCEA180,"4,43"
BBASV180W4,"2,27"
CURYV316,"8,93"
JHSFW560,"1,32"
SLCEA182,"3,91"
BBASV180W5,"2,45"
CURYV318,"9,18"
JHSFW570,"1,41"
SLCEA184,"3,75"
BBASV183,"2,48"
CURYV321,"9,43"
JHSFW580,"1,49"
SLCEA187,"3,58"
BBASV185,"2,72"
CURYV323,"9,68"
JHSFW590,"1,58"
SLCEA189,"3,43"
BBASV185W2,"2,66"
CURYV326,"9,93"
JHSFW600,"1,66"
SLCEA19,"2,99"
BBASV185W4,"2,70"
CURYV328,"10,18"
JHSFW610,"1,75"
SLCEA194,"3,13"
BBASV185W5,"2,85"
CURYV331,"10,43"
JHSFW620,"1,84"
SLCEA197,"3,28"
BBASV188,"2,96"
CURYV333,"10,68"
JHSFW640,"2,02"
SLCEA199,"2,85"
BBASV190,"3,20"
CURYV336,"10,93"
JHSFW660,"2,21"
SLCEA202,"2,71"
BBASV190W2,"3,16"
CURYV338,"11,18"
JHSFW680,"2,39"
SLCEA204,"2,59"
BBASV190W4,"3,16"
CURYV341,"12,17"
JHSFW700,"2,58"
SLCEB180,"4,83"
BBASV190W5,"3,26"
CURYV343,"11,67"
JHSFW720,"2,77"
SLCEC180,"5,16"
BBASV193,"3,45"
CURYV361,"13,42"
JHSFW740,"2,96"
SLCED18,"5,44"
BBASV195,"3,69"
CURYW241,"2,54"
JHSFW760,"3,16"
SLCEE180,"5,70"
BBASV195W2,"3,66"
CURYW286,"5,98"
JHSFW780,"3,35"
SLCEF180,"6,02"
BBASV195W4,"3,63"
CURYW303,"7,56"
JHSFW800,"3,54"
SLCEG18,"6,27"
BBASV195W5,"3,70"
CURYW306,"7,79"
JHSFW820,"3,74"
SLCEH18,"6,56"
BBASV200,"4,18"
CURYW308,"8,02"
JHSFX434,"0,64"
SLCEI169,"7,41"
BBASV200W2,"4,16"
CURYW311,"8,25"
JHSFX444,"0,69"
SLCEJ112,"9,26"
BBASV200W4,"4,11"
CURYW313,"8,49"
JHSFX454,"0,75"
SLCEJ117,"8,76"
BBASV200W5,"4,15"
CURYW316,"8,72"
JHSFX464,"0,80"
SLCEJ122,"8,26"
BBASV201,"3,94"
CURYW318,"8,96"
JHSFX469,"0,83"
SLCEJ127,"7,76"
BBASV203,"4,43"
CURYW321,"9,19"
JHSFX474,"0,86"
SLCEJ132,"7,26"
BBASV205,"4,68"
CURYW323,"9,43"
JHSFX479,"0,90"
SLCEJ137,"6,76"
BBASV205W2,"4,66"
CURYW328,"9,91"
JHSFX484,"0,93"
SLCEJ142,"6,26"
BBASV205W4,"4,59"
CURYW333,"10,38"
JHSFX489,"0,96"
SLCEJ147,"5,77"
BBASV205W5,"4,61"
CURYW338,"10,86"
JHSFX494,"0,99"
SLCEJ152,"5,27"
BBASV208,"4,93"
CURYW343,"11,34"
JHSFX499,"1,02"
SLCEJ157,"4,77"
BBASV21,"5,18"
CURYW348,"11,83"
JHSFX509,"1,09"
SLCEJ16,"4,27"
BBASV210W2,"5,16"
CURYX318,"8,92"
JHSFX519,"1,16"
SLCEJ167,"3,77"
BBASV210W4,"5,08"
CURYX323,"9,36"
JHSFX538,"1,23"
SLCEJ170,"3,53"
BBASV210W5,"5,08"
CURYX328,"9,82"
JHSFX539,"1,30"
SLCEJ172,"3,28"
BBASV215,"5,67"
CURYX333,"10,27"
JHSFX549,"1,38"
SLCEJ177,"2,79"
BBASV215W2,"5,66"
CURYX338,"10,73"
JHSFX559,"1,45"
SLCEJ180,"2,55"
BBASV215W4,"5,56"
CURYX343,"11,19"
JHSFX569,"1,53"
SLCEJ182,"2,32"
BBASV215W5,"5,55"
CURYX348,"11,66"
JHSFX579,"1,61"
SLCEJ185,"2,09"
BBASV220W2,"6,16"
CURYX353,"12,13"
JHSFX589,"1,68"
SLCEJ187,"1,87"
BBASV220W4,"6,06"
CURYX358,"12,60"
JHSFX599,"1,77"
SLCEJ192,"1,44"
BBASV220W5,"6,03"
CURYX363,"13,07"
JHSFX609,"1,85"
SLCEJ197,"1,05"
BBASV221,"5,92"
CVCBA110,"1,64"
JHSFX619,"1,93"
SLCEJ202,"0,72"
BBASV224,"6,17"
CVCBA210,"0,92"
JHSFX629,"2,01"
SLCEK114,"9,21"
BBASV225W2,"6,66"
CVCBB200,"1,05"
JHSFX639,"2,10"
SLCEK119,"8,72"
BBASV225W4,"6,55"
CVCBC200,"1,12"
JHSFX649,"2,18"
SLCEK124,"8,23"
BBASV225W5,"6,52"
CVCBC249,"0,89"
JHSFX669,"2,35"
SLCEK129,"7,74"
BBASV226,"6,42"
CVCBD200,"1,17"
JHSFX689,"2,53"
SLCEK134,"7,25"
BBASV229,"6,67"
CVCBF200,"1,28"
JHSFX709,"2,71"
SLCEK139,"6,77"
BBASV230W2,"7,16"
CVCBG200,"1,32"
JHSFX729,"2,89"
SLCEK144,"6,29"
BBASV230W4,"7,04"
CVCBH30,"1,03"
JHSFX749,"3,07"
SLCEK149,"5,82"
BBASV230W5,"7,01"
CVCBI20,"1,41"
JHSFX769,"3,25"
SLCEK154,"5,35"
BBASV231,"6,92"
CVCBJ105,"1,61"
JHSFX789,"3,44"
SLCEK159,"4,89"
BBASV234,"7,17"
CVCBJ115,"1,51"
JHSFX809,"3,62"
SLCEK162,"4,67"
BBASV235W2,"7,66"
CVCBJ125,"1,41"
JHSFX829,"3,81"
SLCEK164,"4,45"
BBASV235W4,"7,54"
CVCBJ130,"1,36"
JHSFX849,"4,00"
SLCEK169,"4,01"
BBASV235W5,"7,49"
CVCBJ135,"1,31"
KLBNA172,"5,82"
SLCEK177,"3,39"
BBASV236,"7,42"
CVCBJ145,"1,21"
KLBNA182,"5,08"
SLCEK179,"3,19"
BBASV239,"7,67"
CVCBJ155,"1,11"
KLBNA197,"4,07"
SLCEK180,"3,59"
BBASV240W2,"8,16"
CVCBJ160W2,"1,06"
KLBNA199,"3,92"
SLCEK184,"2,80"
BBASV240W4,"8,04"
CVCBJ160W4,"1,07"
KLBNA202,"3,77"
SLCEK189,"2,44"
BBASV240W5,"7,99"
CVCBJ160W5,"1,08"
KLBNA204,"3,62"
SLCEK194,"2,11"
BBASV241,"7,92"
CVCBJ165,"1,01"
KLBNA207,"3,48"
SLCEK199,"1,81"
BBASV244,"8,17"
CVCBJ169,"0,96"
KLBNA209,"3,34"
SLCEK204,"1,54"
BBASV245W2,"8,66"
CVCBJ170W2,"0,96"
KLBNA212,"3,21"
SLCEL104,"10,31"
BBASV245W4,"8,53"
CVCBJ170W4,"0,97"
KLBNA217,"2,95"
SLCEL109,"9,83"
BBASV245W5,"8,48"
CVCBJ170W5,"0,99"
KLBNA220,"3,08"
SLCEL114,"9,35"
BBASV246,"8,42"
CVCBJ175,"0,91"
KLBNB204,"4,12"
SLCEL119,"8,87"
BBASV249,"8,67"
CVCBJ179,"0,86"
KLBNB207,"3,98"
SLCEL124,"8,39"
BBASV250W2,"9,16"
CVCBJ180W2,"0,86"
KLBNB209,"3,85"
SLCEL129,"7,92"
BBASV250W4,"9,03"
CVCBJ180W4,"0,88"
KLBNB212,"3,72"
SLCEL134,"7,46"
BBASV250W5,"8,97"
CVCBJ180W5,"0,90"
KLBNB217,"3,46"
SLCEL139,"7,01"
BBASV251,"8,92"
CVCBJ185,"0,81"
KLBNB22,"3,59"
SLCEL144,"6,56"
BBASV254,"9,16"
CVCBJ19,"0,53"
KLBNC159,"7,44"
SLCEL149,"6,12"
BBASV255W2,"9,66"
CVCBJ190,"0,76"
KLBNC162,"7,25"
SLCEL154,"5,69"
BBASV255W4,"9,53"
CVCBJ190W2,"0,76"
KLBNC164,"7,07"
SLCEL159,"5,27"
BBASV255W5,"9,47"
CVCBJ190W4,"0,79"
KLBNC167,"6,88"
SLCEL162,"5,06"
BBASV256,"9,41"
CVCBJ190W5,"0,81"
KLBNC169,"6,70"
SLCEL164,"4,86"
BBASV259,"9,66"
CVCBJ195,"0,71"
KLBNC172,"6,53"
SLCEL169,"4,47"
BBASV260W5,"9,96"
CVCBJ199,"0,67"
KLBNC174,"6,35"
SLCEL172,"4,27"
BBASV261,"9,91"
CVCBJ200W2,"0,66"
KLBNC177,"6,18"
SLCEL177,"3,89"
BBASV264,"10,16"
CVCBJ200W4,"0,70"
KLBNC179,"6,01"
SLCEL179,"3,71"
BBASV265W5,"10,46"
CVCBJ200W5,"0,73"
KLBNC182,"5,85"
SLCEL180,"4,08"
BBASV266,"10,41"
CVCBJ205,"0,62"
KLBNC184,"5,69"
SLCEL182,"3,53"
BBASV269,"10,66"
CVCBJ210,"0,57"
KLBNC187,"5,53"
SLCEL184,"3,36"
BBASV271,"10,91"
CVCBJ210W2,"0,56"
KLBNC189,"5,37"
SLCEL189,"3,03"
BBASV274,"11,16"
CVCBJ210W4,"0,61"
KLBNC192,"5,22"
SLCEL194,"2,72"
BBASV276,"11,41"
CVCBJ210W5,"0,65"
KLBNC194,"5,07"
SLCEL199,"2,43"
BBASV279,"11,66"
CVCBJ220,"0,48"
KLBNC197,"4,93"
SLCEL204,"2,17"
BBASV281,"11,91"
CVCBJ220W2,"0,46"
KLBNC199,"4,78"
SLCEM149,"3,80"
BBASV284,"12,16"
CVCBJ220W4,"0,53"
KLBNC202,"4,64"
SLCEM159,"4,63"
BBASV286,"12,41"
CVCBJ220W5,"0,57"
KLBNC204,"4,51"
SLCEM169,"5,50"
BBASV289,"12,66"
CVCBJ225,"0,44"
KLBNC207,"4,37"
SLCEM180,"5,95"
BBASV291,"12,90"
CVCBJ230,"0,40"
KLBNC209,"4,24"
SLCEM182,"6,63"
BBASV294,"13,15"
CVCBJ230W2,"0,36"
KLBNC212,"4,11"
SLCEM184,"6,86"
BBASV299,"13,65"
CVCBJ230W4,"0,45"
KLBNC22,"3,99"
SLCEM187,"7,09"
BBASV301,"13,90"
CVCBJ230W5,"0,50"
KLBND154,"8,45"
SLCEM189,"7,33"
BBASV304,"14,15"
CVCBJ235,"0,36"
KLBND192,"5,85"
SLCEM19,"8,03"
BBASV306,"14,40"
CVCBJ240,"0,32"
KLBND220,"4,34"
SLCEM194,"7,79"
BBASV309,"14,65"
CVCBJ240W2,"0,26"
KLBNE22,"4,65"
SLCEM197,"7,56"
BBASV311,"14,90"
CVCBJ240W4,"0,38"
KLBNF159,"8,40"
SLCEM199,"8,26"
BBASV314,"15,15"
CVCBJ240W5,"0,43"
KLBNF169,"7,72"
SLCEM202,"8,50"
BBASV315,"15,65"
CVCBJ245,"0,28"
KLBNF220,"5,04"
SLCEM204,"8,73"
BBASV316,"15,40"
CVCBJ249,"0,25"
KLBNG220,"5,35"
SLCEM207,"8,97"
BBASV318,"15,90"
CVCBJ250W2,"0,16"
KLBNH159,"8,74"
SLCEM209,"9,20"
BBASV32,"16,15"
CVCBJ250W4,"0,32"
KLBNH220,"5,71"
SLCEN180,"5,88"
BBASV323,"16,40"
CVCBJ250W5,"0,37"
KLBNI1,"5,64"
SLCEO180,"5,83"
BBASV325,"16,64"
CVCBJ255,"0,21"
KLBNI14,"9,76"
SLCEP18,"5,80"
BBASV328,"16,89"
CVCBJ260,"0,18"
KLBNI149,"9,59"
SLCEP269,"14,15"
BBASV330,"17,14"
CVCBJ265,"0,16"
KLBNI15,"9,26"
SLCEQ180,"5,77"
BBASV333,"17,39"
CVCBJ950,"1,71"
KLBNI152,"9,43"
SLCER180,"5,74"
BBASV335,"17,64"
CVCBK100W2,"1,67"
KLBNI158,"8,94"
SLCES18,"5,72"
BBASV338,"17,89"
CVCBK105,"1,62"
KLBNI159,"9,10"
SLCET18,"5,70"
BBASV340,"18,14"
CVCBK110W2,"1,57"
KLBNI16,"8,63"
SLCEU169,"4,94"
BBASV343,"18,39"
CVCBK115,"1,53"
KLBNI162,"8,78"
SLCEV112,"0,47"
BBASV345,"18,64"
CVCBK120W2,"1,48"
KLBNI168,"8,32"
SLCEV117,"0,81"
BBASV348,"18,89"
CVCBK125,"1,43"
KLBNI169,"8,47"
SLCEV122,"1,23"
BBASV35,"19,89"
CVCBK130,"1,38"
KLBNI20,"6,32"
SLCEV127,"1,70"
BBASV350,"19,14"
CVCBK130W2,"1,38"
KLBNI203,"6,44"
SLCEV132,"2,19"
BBASV353,"19,39"
CVCBK135,"1,33"
KLBNI209,"6,20"
SLCEV137,"2,69"
BBASV355,"19,64"
CVCBK140,"1,29"
KLBNI21,"6,08"
SLCEV142,"3,19"
BBASV360,"20,14"
CVCBK140W2,"1,29"
KLBNI217,"5,86"
SLCEV147,"3,68"
BBASV363,"20,39"
CVCBK145,"1,24"
KLBNI219,"5,75"
SLCEV152,"4,18"
BBASV365,"20,63"
CVCBK15,"1,15"
KLBNI22,"5,97"
SLCEV157,"4,68"
BBASV368,"20,88"
CVCBK150W2,"1,20"
KLBNI224,"5,53"
SLCEV16,"5,18"
BBASV370,"21,13"
CVCBK160,"1,10"
KLBNI226,"5,43"
SLCEV167,"5,68"
BBASV373,"21,38"
CVCBK160W1,"1,10"
KLBNI229,"5,33"
SLCEV170,"5,93"
BBASV375,"21,63"
CVCBK160W2,"1,11"
KLBNJ119,"10,19"
SLCEV172,"6,18"
BBASV378,"21,88"
CVCBK165,"1,06"
KLBNJ127,"9,44"
SLCEV177,"6,68"
BBASV38,"22,88"
CVCBK170,"1,02"
KLBNJ129,"9,19"
SLCEV180,"6,93"
BBASV380,"22,13"
CVCBK170W1,"1,01"
KLBNJ132,"8,94"
SLCEV182,"7,17"
BBASV383,"22,38"
CVCBK170W2,"1,03"
KLBNJ137,"8,44"
SLCEV185,"7,42"
BBASV385,"22,63"
CVCBK175,"0,97"
KLBNJ139,"8,20"
SLCEV187,"7,67"
BBASV390,"23,13"
CVCBK180,"0,93"
KLBNJ142,"7,95"
SLCEV192,"8,17"
BBASV393,"23,38"
CVCBK180W1,"0,92"
KLBNJ147,"7,45"
SLCEV197,"8,67"
BBASV395,"23,63"
CVCBK180W2,"0,94"
KLBNJ149,"7,20"
SLCEV202,"9,17"
BBASV398,"23,88"
CVCBK185,"0,89"
KLBNJ152,"6,95"
SLCEV207,"9,67"
BBASV400,"24,13"
CVCBK190,"0,85"
KLBNJ157,"6,45"
SLCEV212,"10,17"
BBASV403,"24,37"
CVCBK190W1,"0,84"
KLBNJ159,"6,20"
SLCEV217,"10,67"
BBASV405,"24,62"
CVCBK190W2,"0,86"
KLBNJ162,"5,95"
SLCEV222,"11,16"
BBASV408,"24,87"
CVCBK195,"0,81"
KLBNJ167,"5,45"
SLCEV227,"11,66"
BBASV410,"25,12"
CVCBK200,"0,77"
KLBNJ169,"5,20"
SLCEV232,"12,16"
BBASV413,"25,37"
CVCBK200W1,"0,76"
KLBNJ172,"4,96"
SLCEV237,"12,66"
BBASV415,"25,62"
CVCBK200W2,"0,79"
KLBNJ177,"4,46"
SLCEV242,"13,16"
BBASV418,"25,87"
CVCBK205,"0,73"
KLBNJ179,"4,21"
SLCEV252,"14,16"
BBASV420,"26,12"
CVCBK210,"0,70"
KLBNJ181,"3,72"
SLCEV253,"13,66"
BBASV500,"5,43"
CVCBK210W1,"0,68"
KLBNJ182,"3,97"
SLCEV257,"14,65"
BBASV660,"13,40"
CVCBK210W2,"0,71"
KLBNJ187,"3,48"
SLCEW114,"1,01"
BBASW159,"1,45"
CVCBK215,"0,66"
KLBNJ189,"3,24"
SLCEW119,"1,31"
BBASW161,"1,58"
CVCBK220,"0,63"
KLBNJ191,"2,77"
SLCEW124,"1,66"
BBASW164,"1,72"
CVCBK220W1,"0,61"
KLBNJ192,"3,00"
SLCEW129,"2,04"
BBASW166,"1,86"
CVCBK220W2,"0,64"
KLBNJ197,"2,54"
SLCEW134,"2,44"
BBASW169,"2,01"
CVCBK225,"0,60"
KLBNJ199,"2,31"
SLCEW139,"2,87"
BBASW170W1,"1,89"
CVCBK230,"0,56"
KLBNJ202,"2,09"
SLCEW144,"3,31"
BBASW170W2,"1,98"
CVCBK230W1,"0,54"
KLBNJ207,"1,66"
SLCEW149,"3,78"
BBASW170W4,"2,15"
CVCBK230W2,"0,58"
KLBNJ209,"1,46"
SLCEW154,"4,25"
BBASW171,"2,17"
CVCBK235,"0,53"
KLBNJ212,"1,28"
SLCEW159,"4,72"
BBASW174,"2,33"
CVCBK240,"0,51"
KLBNJ220,"0,94"
SLCEW162,"4,96"
BBASW175W1,"2,23"
CVCBK240W1,"0,48"
KLBNK122,"10,10"
SLCEW164,"5,20"
BBASW175W2,"2,31"
CVCBK240W2,"0,52"
KLBNK127,"9,61"
SLCEW169,"5,68"
BBASW175W4,"2,47"
CVCBK245,"0,48"
KLBNK132,"9,12"
SLCEW177,"6,41"
BBASW176,"2,50"
CVCBK249,"0,45"
KLBNK137,"8,63"
SLCEW179,"6,66"
BBASW179,"2,67"
CVCBK250W1,"0,42"
KLBNK142,"8,15"
SLCEW180,"6,17"
BBASW180W1,"2,59"
CVCBK250W2,"0,46"
KLBNK147,"7,67"
SLCEW184,"7,14"
BBASW180W2,"2,66"
CVCBK255,"0,43"
KLBNK152,"7,19"
SLCEW189,"7,63"
BBASW180W4,"2,81"
CVCBK260,"0,40"
KLBNK157,"6,72"
SLCEW194,"8,12"
BBASW181,"2,85"
CVCBK260W2,"0,41"
KLBNK16,"5,57"
SLCEW199,"8,61"
BBASW184,"3,04"
CVCBK265,"0,38"
KLBNK161,"6,02"
SLCEW204,"9,10"
BBASW185W1,"2,97"
CVCBK900W2,"1,77"
KLBNK162,"6,25"
SLCEW209,"9,59"
BBASW185W2,"3,03"
CVCBK950,"1,72"
KLBNK167,"5,79"
SLCEW214,"10,09"
BBASW185W4,"3,16"
CVCBL110,"1,60"
KLBNK17,"4,69"
SLCEW219,"10,58"
BBASW186,"3,22"
CVCBL115,"1,56"
KLBNK171,"5,12"
SLCEW224,"11,07"
BBASW189,"3,42"
CVCBL125,"1,47"
KLBNK172,"5,34"
SLCEW229,"11,56"
BBASW190W1,"3,36"
CVCBL135,"1,39"
KLBNK177,"4,90"
SLCEW234,"12,05"
BBASW190W2,"3,42"
CVCBL145,"1,30"
KLBNK18,"4,27"
SLCEW239,"12,55"
BBASW190W4,"3,54"
CVCBL15,"1,22"
KLBNK182,"4,48"
SLCEW244,"13,04"
BBASW191,"3,61"
CVCBL165,"1,14"
KLBNK186,"3,87"
SLCEW249,"13,53"
BBASW194,"3,81"
CVCBL175,"1,07"
KLBNK187,"4,07"
SLCEW254,"14,02"
BBASW195W1,"3,78"
CVCBL185,"0,99"
KLBNK19,"3,48"
SLCEX114,"1,26"
BBASW195W2,"3,82"
CVCBL195,"0,92"
KLBNK192,"3,67"
SLCEX119,"1,54"
BBASW195W4,"3,93"
CVCBL205,"0,86"
KLBNK196,"3,12"
SLCEX124,"1,86"
BBASW196,"4,01"
CVCBL210,"0,83"
KLBNK197,"3,30"
SLCEX129,"2,20"
BBASW199,"4,22"
CVCBL215,"0,80"
KLBNK202,"2,95"
SLCEX134,"2,56"
BBASW200W1,"4,21"
CVCBL225,"0,74"
KLBNK207,"2,62"
SLCEX139,"2,95"
BBASW200W2,"4,24"
CVCBL235,"0,68"
KLBNK212,"2,31"
SLCEX144,"3,35"
BBASW200W4,"4,33"
CVCBL245,"0,63"
KLBNK220,"2,03"
SLCEX149,"3,77"
BBASW201,"4,43"
CVCBL255,"0,58"
KLBNL110,"11,14"
SLCEX154,"4,21"
BBASW204,"4,64"
CVCBL265,"0,54"
KLBNL115,"10,66"
SLCEX159,"4,65"
BBASW205W1,"4,65"
CVCBM110,"0,32"
KLBNL120,"10,17"
SLCEX162,"4,88"
BBASW205W2,"4,67"
CVCBM210,"1,16"
KLBNL125,"9,70"
SLCEX164,"5,11"
BBASW205W4,"4,74"
CVCBM310,"2,11"
KLBNL130,"9,22"
SLCEX169,"5,57"
BBASW206,"4,86"
CVCBN200,"1,07"
KLBNL135,"8,75"
SLCEX172,"5,80"
BBASW209,"5,07"
CVCBO200,"1,07"
KLBNL140,"8,29"
SLCEX177,"6,27"
BBASW210W1,"5,10"
CVCBO249,"1,52"
KLBNL145,"7,83"
SLCEX179,"6,50"
BBASW210W2,"5,12"
CVCBP200,"1,07"
KLBNL150,"7,38"
SLCEX180,"6,03"
BBASW210W4,"5,17"
CVCBR200,"1,08"
KLBNL155,"6,93"
